Ticker,Current_Price,Current_EPS,Projected_Growth_Rate,Future_EPS,Future_PE,Future_Stock_Price,Avg_Payout_Ratio,Current_Dividend_Per_Share,Total_Dividends_10yr,Total_Future_Value,Total_Return_10yr,Annualized_Return,Meets_15_Percent,Meets_12_Percent,EPS_Years_Count,Growth_Rate_Count,Avg_Historical_PE
TSCO,44.20402908325195,6.620623204419889,0.18627866963090992,36.539793315072046,11.228944005339528,410.30329310162364,0.27904212157552505,1.8474327451134769,44.81838269511712,455.12167579674076,9.295931959948364,0.26260227171760464,True,True,5,4,10.208130913945025
LMT,455.0475158691406,26.901574803149607,0.2,166.56746052857946,25.0,4164.186513214487,0.5555375931744461,14.944836118744055,387.9482500224126,4552.1347632369,9.003647101648987,0.2589713185499267,True,True,5,4,30.526597427046873
CLX,129.28500366210938,7.647811675203058,0.10752676252391999,21.236330672359514,24.735102049208617,525.2828063315517,0.676935496086007,5.177075190325938,85.54661772103447,610.8294240525861,3.724673448198284,0.16798476973023857,True,True,5,4,24.735102049208617
DORM,80.87000274658203,3.3811585721608117,0.1464767470467549,13.265329642529364,25.064594618479717,332.49010997050095,0.0,0.0,0.0,332.49010997050095,3.111414599705249,0.15185848910911126,True,True,5,4,25.064594618479717
