Ticker,EPS_2021,EPS_2022
HIMS,-0.58,-0.32
HIO,0.54,-0.87
HIPO,-34.11,-14.66
HIW,2.98,1.49
HIX,1.461692,-0.687177
HKD,0.123953,0.162637
HL,0.00064,-0.0007
HL^B,,
HLF,4.13,3.23
HLI,,6.41
HLIO,3.22,3.02
HLLY,-0.3,0.14
HLN,0.301043,0.23
HLT,1.46,4.53
HLX,-0.41,-0.58
HMC,,411.09
HMN,3.39,0.47
HMY,9.01,-1.72
HNGE,,
HNI,1.36,2.94
HOG,4.19,4.96
HOMB,1.94,1.57
HOUS,2.85,-2.52
HOV,85.86,29.0
HP,-3.04,0.05
HPE,2.58,0.66
HPE^C,,
HPF,3.91,-1.25
HPI,3.86,-1.34
HPP,0.04,-0.39
HPP^C,,
HPQ,5.33,3.05
HPS,3.44,-1.06
HQH,3.49,-4.28
HQL,2.66,-4.26
HR,0.45,0.15
HRB,3.08,3.22
HRI,7.37,10.92
HRL,1.66,1.82
HRTG,-2.69,-5.86
HSBC,3.1,3.7
HSHP,,-0.06
HSY,7.11,7.96
HTB,0.94,2.23
HTD,5.14,-0.75
HTFB,,
HTFC,,
HTGC,1.49,0.79
HTH,4.61,1.6
HUBB,7.28,9.43
HUBS,-1.66,-2.35
HUM,22.67,22.08
HUN,4.72,2.27
HUYA,2.41,-2.02
HVT,4.9,5.24
HVT/A,,
HWM,0.59,1.11
HXL,0.19,1.49
HY,-10.29,-4.38
HYAC,,
HYI,2.27,-1.15
HYT,0.97,-1.75
HZO,6.78,8.84
IAE,2.05,-0.22
IAG,-0.53,-0.15
IBM,6.35,1.8
IBN,53.66,70.88
IBP,4.01,7.74
IBTA,,-5.892109
ICE,7.18,2.58
ICL,0.6,1.67
ICR^A,,
IDA,4.85,5.11
IDE,1.6,1.14
IDT,3.7,1.03
IEX,5.88,7.71
IFF,1.1,-7.21
IFN,3.69,-3.87
IFS,15.51,14.388
IGA,0.26,1.38
IGD,0.23,0.81
IGI,0.18,-3.44
IGR,2.97,-3.47
IH,-0.69,2.03
IHD,1.6,-0.2
IHG,1.446,2.06
IHS,-0.09,-1.39
IIF,7.29,-3.3
IIIN,3.41,6.37
IIM,0.09,-0.08
IIPR,4.55,5.52
IIPR^A,,
IMAX,-0.38,-0.4
INFA,-0.4,-0.19
INFY,0.61,0.7
ING,1.23,1.01
INGM,13854.0,90607.67397
INGR,1.73,7.34
INN,-0.8,-0.16
INN^E,,
INN^F,,
INR,,1.153724
INSP,-1.54,-1.6
INSW,-3.48,7.77
INVH,0.45,0.63
INVX,0.68,4.050018
IONQ,-0.77,-0.25
IOT,,-1.28
IP,4.47,4.1
IPG,2.39,2.37
IPI,18.66,5.37
IQI,0.09,-0.09
IQV,4.95,5.72
IR,1.34,1.47
IRM,1.55,1.9
IRS,-2010.165705,3273.509783
IRT,0.41,0.53
ISD,3.36,-1.52
IT,9.21,9.96
ITGR,2.91,1.99
ITT,3.66,4.38
ITUB,2.472727,2.736364
ITW,8.51,9.77
IVR,-4.8,-12.21
IVR^C,,
IVT,-0.08,0.77
IVZ,2.99,1.49
IX,,263.42
J,3.2,4.98
JACS,,
JBGS,-0.63,0.7
JBI,0.4,0.73
JBL,4.58,6.9
JBS,17.165456,14.171304
JBTM,3.69,4.07
JCE,3.96,-2.96
JCI,2.27,2.19
JEF,6.13,3.06
JELD,1.72,0.53
JEQ,1.33,-3.31
JFR,1.58,-0.27
JGH,0.96,-2.48
JHG,3.59,2.23
JHI,2.95,-3.97
JHS,0.83,-3.63
JHX,0.59,1.03
JILL,,-2.26
JKS,8.04,12.4
JLL,18.47,13.27
JLS,0.99,-2.26
JMIA,-2.270261,-2.363484
JMM,0.66,-0.9
JNJ,7.81,6.73
JOBY,-0.61,-0.44
JOE,1.27,1.21
JOF,1.73,-0.63
JPC,1.72,-0.86
JPI,4.5,-2.55
JPM,15.36,12.09
JPM^C,,
JPM^D,,
JPM^J,,
JPM^K,,
JPM^L,,
JPM^M,,
JQC,0.88,-0.33
JRI,2.73,-2.68
JRS,4.35,-4.27
JXN,36.17,69.75
JXN^A,,
K,4.33,2.79
KAI,7.21,10.35
KAR,0.16,1.3
KB,10890.0,10705.0
KBDC,0.491516,1.009253
KBH,6.01,9.09
KBR,0.12,1.26
KD,-10.28,
KEN,17.27,5.8
KEP,-4139.5,-19056.0
KEX,-4.11,2.03
KEY,2.63,1.93
KEY^I,,
KEY^J,,
KEY^K,,
KEY^L,,
KEYS,4.78,6.18
KF,23.79,-16.73
KFRC,3.495954,3.67992
KFS,-0.04,0.98
KFY,,5.98
KGC,0.17,-0.47
KGS,2.41284,1.416867
KIM,1.6,0.16
KIM^L,,
KIM^M,,
KIM^N,,
KIND,-0.65,-0.36
KIO,3.18,-3.05
KKR,7.42,-0.79
KKR^D,,
KKRS,,
KKRT,,
KLC,0.98,2.425348
KLG,1.883721,-0.290698
KMI,0.78,1.12
KMPB,,
KMPR,-1.87,-4.72
KMT,0.65,1.72
KMX,,6.97
KN,1.59,-4.69
KNF,2.293869,2.054591
KNOP,1.630136,1.731509
KNSL,6.62,6.88
KNTK,0.0,1.48
KNX,4.45,4.73
KO,2.25,2.19
KODK,0.304956,0.328698
KOF,74.770367,90.602188
KOP,3.88,2.98
KORE,-5.15,-6.95
KOS,-0.19,0.48
KR,,2.17
KRC,5.36,1.97
KREF,2.21,0.23
KREF^A,,
KRG,-0.73,-0.06
KRMN,,-0.113925
KRO,0.98,0.9
KRP,0.51,1.72
KSS,,6.32
KT,2873.5,2598.0
KTB,3.31,4.31
KTF,0.55,-2.32
KTH,,
KTN,,
KUKE,-19.6,-301.9
KVUE,1.100069,1.092657
KVYO,-0.315232,-0.195322
KW,2.24,0.47
KWR,6.77,-0.89
KYN,2.66,2.51
L,6.0,3.38
LAC,-0.329196,-0.474606
LAD,35.935593,44.17
LADR,0.45,1.13
LANV,-0.84,-2.043568
LAR,-0.32,-0.7
LAW,-0.73,-1.2
LAZ,4.63,3.51
LB,,-0.43869
LBRT,-1.03,2.11
LC,0.18,2.79
LCII,11.32,15.48
LDI,0.87,-1.75
LDOS,5.27,4.96
LDP,1.47,-2.93
LEA,6.19,5.47
LEG,2.94,2.27
LEN,14.27,15.72
LEO,0.76,-1.79
LEVI,1.35,1.41
LFT,0.3,0.11
LFT^A,,
LGI,3.61,-3.87
LH,24.39,13.97
LHX,9.09,5.49
LII,12.39,13.88
LION,-0.067895,0.038451
LITB,0.72,-3.0
LLY,5.852967,6.572215
LMND,-3.94,-4.59
LMT,22.76,21.66
LNC,7.43,7.78
LNC^D,,
LND,4.4478,5.2347
LNG,-9.25,5.64
LNN,3.88,5.94
LOAR,,-0.032065
LOB,3.71,3.92
LOCL,-13.78,-16.51
LOMA,55.619,16.561
LOW,,12.04
LPG,1.86,1.78
LPL,1506.540856,-4131.676265
LPX,14.09,13.87
LRN,1.71,2.52
LSPD,,-2.04
LTC,1.41,2.48
LTH,-3.73,-0.01
LTM,-855.092,5.27188
LU,26.76,15.16
LUCK,-0.813143,-0.26
LUMN,1.91,-1.54
LUV,1.61,0.87
LUXE,-0.42,-0.09
LVS,-1.26,2.4
LVWR,-0.424174,-0.46
LW,2.16,1.38
LXP,1.34,0.38
LXP^C,,
LXU,-4.4,2.68
LYB,16.75,11.81
LYG,0.3,0.288
LYV,-3.09,0.64
LZB,,3.39
LZM,-0.308793,-0.404516
M,,4.55
MA,8.76,10.22
MAA,4.61,5.48
MAA^I,,
MAC,0.07,-0.31
MAGN,1.95,-56.29
MAIN,4.8,3.24
MAN,6.91,7.08
MANU,-0.566,-0.7086
MAS,1.62,3.63
MATV,2.8,-0.18
MATX,21.47,27.07
MAV,0.95,-0.89
MAX,-0.19,-1.37
MBC,1.426338,1.2
MBI,-8.99,-4.075999
MC,5.34,2.14
MCB,6.45,5.29
MCD,10.04,8.33
MCI,2.6,0.71
MCK,,7.23
MCN,1.08,0.32
MCO,11.78,7.44
MCR,0.09,-0.87
MCS,-1.42,-0.39
MCY,4.48,-9.26
MD,1.515384,0.79
MDT,2.66,3.73
MDU,1.87,1.81
MDV,-0.2,-0.93
MDV^A,,
MEC,-0.37,0.92
MED,13.89,12.73
MEG,-1.56,-1.62
MEGI,,
MEI,,2.7
MER^K,,
MET,7.695566,2.91
MET^A,,
MET^E,,
MET^F,,
MFA,2.63,-2.57
MFA^B,,
MFA^C,,
MFAN,,
MFAO,,
MFC,3.54,3.68
MFG,,41.852
MFM,0.59,-1.66
MG,0.13,0.21
MGA,5.0,2.03
MGF,-0.07,-0.54
MGM,2.41,3.49
MGR,,
MGRB,,
MGRD,,
MGRE,,
MGY,2.36,4.71
MHD,2.58,-2.3
MHF,0.41,-0.96
MHI,1.42,-1.76
MHK,14.94,0.39
MHLA,,
MHN,0.94,
MHNC,,
MHO,13.28,17.24
MIN,0.02,-0.37
MIO,,
MIR,,-1.53
MITN,,
MITP,,
MITT,5.29,-3.12
MITT^A,,
MITT^B,,
MITT^C,,
MIY,0.82,-1.81
MKC,2.8,2.52
MKL,176.51,-23.57
MLI,4.125,5.82
MLM,11.22,13.87
MLNK,-0.48,0.02
MLP,-0.18,0.09
MLR,1.42,1.78
MMC,6.13,6.04
MMD,2.49,-1.97
MMI,3.55,2.59
MMM,10.12,10.18
MMS,4.67,3.29
MMT,0.43,-0.96
MMU,1.68,-1.5
MNR,1.456568,5.440432
MNSO,-4.618306,2.08
MNTN,-0.362484,-1.524169
MO,1.34,3.19
MOD,,1.62
MODG,1.82,0.82
MOGU,-36.0,-75.0
MOH,11.25,13.55
MOS,4.27,10.06
MOV,,3.87
MP,0.73,1.52
MPA,1.21,-2.06
MPC,15.24,28.12
MPLX,2.86,3.75
MPV,2.39,0.66
MPW,1.11,1.5
MPX,0.85,1.18
MQT,2.18,-1.76
MQY,2.55,-2.07
MRC,-0.46,0.6
MRK,5.14,5.71
MRP,,
MS,8.03,6.15
MS^A,,
MS^E,,
MS^F,,
MS^I,,
MS^K,,
MS^L,,
MS^O,,
MS^P,,
MS^Q,,
MSA,0.54,4.56
MSB,,5.241
MSC,-2.728,-1.844
MSCI,8.7,10.72
MSD,-0.23,-1.85
MSDL,0.943091,0.549871
MSGE,-4.275901,-2.607937
MSGS,-0.58,2.1
MSI,7.17,7.93
MSIF,1.84,1.14
MSM,3.87,6.06
MT,13.49,10.18
MTAL,,-3.77
MTB,13.8,11.53
MTB^H,,
MTB^J,,
MTD,32.78,38.41
MTDR,4.91,10.11
MTG,1.85,2.79
MTH,9.645,13.37
MTN,3.13,8.55
MTR,0.4061,1.9759
MTRN,3.5,4.14
MTUS,3.18,1.3
MTW,0.31,-3.51
MTX,4.86,3.73
MTZ,4.45,0.42
MUA,2.58,-1.63
MUC,0.86,-2.08
MUE,0.93,-1.76
MUFG,,88.05
MUJ,1.21,-1.95
MUR,-0.48,6.13
MUSA,14.92,28.1
MUX,-1.25,-1.71
MVF,0.88,
MVO,0.985,2.22
MVT,2.69,-1.99
MWA,0.44,0.48
MX,1.21,-0.18
MXE,5.39,-1.07
MXF,5.1,0.94
MYD,2.55,-1.99
MYE,0.92,1.64
MYI,1.21,-1.98
MYN,0.82,-2.01
NABL,0.00067,0.09
NAC,-0.16,-0.19
NAD,1.07,-3.58
NAN,-0.08,-0.06
NAT,-0.73,0.07
NATL,2.634561,1.529745
NAZ,0.08,0.03
NBB,3.34,-0.84
NBHC,3.01,2.18
NBR,-76.58,-40.52
NBXG,,-8.04
NC,6.69,10.06
NCA,-0.07,-0.04
NCDL,0.497412,0.315347
NCLH,-12.33,-5.41
NCV,6.88,
NCV^A,,
NCZ,6.16,
NCZ^A,,
NDMO,1.59,-4.34
NE,,1.73
NEA,0.91,-3.57
NEE,1.81,2.087066
NEE^N,,
NEE^R,,
NEE^S,,
NEE^T,,
NEE^U,,
NEM,1.46,-0.54
NET,-0.83,-0.59
NEU,17.71,27.77
NEUE,-241.6,-190.4
NEXA,0.86,0.37
NFG,3.97,6.15
NFJ,1.77,2.02
NGG,2.127749,2.987121
NGL,-5.68,-2.22
NGL^B,,
NGL^C,,
NGS,-0.7,-0.05
NGVC,0.91,0.94
NGVT,2.95,5.5
NHI,2.44,1.48
NI,1.27,1.7
NIC,5.44,6.56
NIE,7.54,2.68
NIM,0.7,-0.24
NINE,-2.13,0.45
NIO,-6.72,-8.89
NJR,1.22,2.85
NKE,3.56,3.75
NKX,-0.14,-0.17
NL,1.05,0.69
NLOP,0.096984,1.08
NLY,6.4,3.92
NLY^F,,
NLY^G,,
NLY^I,,
NMAI,,-4.39
NMAX,,
NMCO,3.4,-3.58
NMG,-0.93,-0.9
NMI,0.57,-1.71
NMM,22.32,18.82
NMR,,45.23
NMS,1.42,-1.34
NMT,1.26,-1.92
NMZ,2.02,-3.83
NNI,10.2,10.83
NNN,1.51,1.89
NNY,-0.03,0.02
NOA,1.64,2.15
NOAH,19.45,14.28
NOC,43.54,31.47
NOG,-0.13,8.92
NOK,0.29,0.75
NOM,1.03,-1.29
NOMD,1.02,1.43
NOTE,-2.365741,-3.68
NOV,-0.65,0.39
NOW,1.13,1.6
NPB,,0.395837
NPCT,,-6.16
NPFD,,-3.11
NPK,3.63,2.92
NPKI,-0.28,-0.22
NPO,8.53,9.83
NPV,1.55,-1.65
NPWR,,-14.793658
NQP,-0.04,0.28
NRDY,-0.05,-0.41
NREF,3.93,0.22
NREF^A,,
NRG,8.93,5.17
NRGV,-0.234507,-0.64
NRK,-0.04,-0.08
NRP,4.81,13.39
NRT,0.43,1.86
NRUC,,
NSA,0.98,0.99
NSA^A,,
NSA^B,,
NSC,12.11,13.88
NSP,3.18,4.64
NTB,3.26,4.29
NTR,5.52,14.18
NTST,0.08,0.16
NTZ,0.35,-0.045394
NU,-0.03579,-0.078
NUE,23.16,28.79
NUS,2.86,2.07
NUV,0.5,-1.51
NUVB,-0.44,-0.48
NUW,0.99,-2.47
NVG,1.42,-4.28
NVGS,-0.58,0.69
NVO,10.37,12.22
NVR,320.48,491.82
NVRI,-0.04,-2.27
NVS,10.63,3.17
NVST,1.92,1.37
NVT,1.61,2.38
NWG,0.544923,0.672
NWN,2.527097,2.42936
NX,1.7,2.66
NXC,0.92,
NXDT,6.58,
NXDT^A,,
NXE,-0.26,-0.12
NXG,9.724893,3.97214
NXJ,-0.01,-0.25
NXN,0.83,
NXP,1.12,-0.66
NXRT,0.89,-0.36
NYC,-24.4,-26.59
NYT,1.31,1.04
NZF,1.81,-4.01
O,0.87,1.42
OAK^A,,
OAK^B,,
OBDC,1.59,1.18
OBK,4.6,3.28
OC,9.54,12.7
OCFT,-34.8,-23.88
ODC,0.785,0.405
ODV,-3.03,-3.02
OEC,2.21,1.73
OFG,2.81,3.44
OGE,3.68,3.32
OGN,5.31,3.59
OGS,3.85,4.08
OHI,1.75,1.8
OI,0.93,3.67
OIA,0.06,0.11
OII,-0.494053,0.258739
OIS,-1.06,-0.15
OKE,3.35,3.84
OKLO,-0.073329,-0.142546
OLN,7.96,8.94
OLO,-0.34,-0.28
OLP,1.85,1.99
OMC,6.53,6.36
OMF,9.87,7.06
OMI,2.94,0.29
ONIT,1.93,2.85
ONL,-0.84,-1.72
ONON,-0.59,0.18
ONTF,-0.57,-1.23
ONTO,2.86,4.49
OOMA,,-0.07
OPAD,0.75,-9.15
OPFI,0.48,0.05
OPP,2.581166,-1.606515
OPP^A,,
OPP^B,,
OPY,11.7,2.57
OR,-0.109802,-0.486295
ORA,1.1,1.17
ORC,-2.67,-6.9
ORCL,,2.41
ORI,5.05,2.26
ORN,-0.47,-0.4
OSCR,-3.2,-2.85
OSK,6.83,2.63
OTF,3.05,0.09
OTIS,2.89,2.96
OUT,0.051227,0.860621
OVV,5.32,14.08
OWL,-1.34,-0.02
OWLT,-15.82,-9.94
OXM,,7.78
OXY,1.58,12.4
PAAS,0.46,-1.62
PAC,117.97186,181.790692
PACK,-0.04,-0.51
PACS,0.319323,1.002291
PAG,14.89,18.55
PAGS,3.5105,4.5705
PAI,0.02,-2.57
PAM,4.75,8.25
PAR,-3.02,-2.55
PARR,-1.4,6.08
PATH,,-1.16
PAXS,,-2.33
PAY,0.06,-0.004201
PAYC,3.37,4.84
PB,5.6,5.73
PBA,1.99,5.12
PBF,1.9,22.84
PBH,3.25,4.04
PBI,-0.01,0.21
PBI^B,,
PBR,3.04,5.615215
PBT,0.23,1.15
PCF,2.164663,-0.117009
PCG,-0.05,0.84
PCG^X,,
PCK,0.36,-2.2
PCM,2.01,-0.87
PCN,3.01,
PCOR,-2.86,-2.1
PCQ,0.58,-2.97
PD,,-1.27
PDCC,,
PDI,5.08,-2.93
PDM,-0.01,1.189489
PDO,0.96,-3.28
PDPA,,
PDS,-13.32,-2.53
PDT,3.23,-1.11
PDX,6.32,1.75
PEB,-1.8,-0.95
PEB^E,,
PEB^F,,
PEB^G,,
PEB^H,,
PEG,-1.29,2.057884
PEN,0.14,-0.05
PEO,6.41,8.37
PERF,-1.326289,-1.367654
PFD,1.1,-2.3
PFE,3.85,5.47
PFGC,0.3,0.74
PFH,,
PFL,2.21,
PFLT,1.46,0.08
PFN,1.81,
PFO,0.9,-1.87
PFS,2.19,2.35
PFSI,14.87,8.5
PG,5.5,5.81
PGP,3.8,-2.34
PGR,5.66,1.18
PGRE,-0.09,-0.16
PGZ,4.86,-3.78
PH,13.35,10.09
PHD,0.97,-0.94
PHG,3.378522,-1.684633
PHI,121.76,48.26
PHIN,3.261803,5.622318
PHK,1.49,
PHM,7.43,11.01
PHR,,-2.37
PHT,3.16,0.19
PII,7.88,7.44
PIM,0.06,-0.31
PINE,0.89,2.17
PINS,0.46,-0.14
PIPR,16.43,6.52
PJT,2.609974,3.51
PK,-1.95,0.71
PKE,,0.41
PKG,8.83,11.03
PKST,0.047408,-11.410002
PKX,21344.25,9781.5
PL,,-1.72
PLD,3.94,4.25
PLNT,0.51,1.18
PLOW,1.29,1.63
PLYM,-0.94,-0.67
PM,5.83,5.81
PMF,0.76,-3.17
PML,0.66,-2.93
PMM,0.66,-1.83
PMO,2.24,-1.68
PMT,0.26,-1.26
PMT^A,,
PMT^B,,
PMT^C,,
PMTU,,
PMTV,,
PMTW,,
PMX,0.6,-2.84
PNC,12.7,13.85
PNF,0.62,-2.93
PNI,0.64,-2.89
PNNT,2.49,-0.37
PNR,3.3,2.9
PNW,5.47,4.26
POR,2.72,2.6
POST,2.38,12.09
PPG,6.01,4.32
PPL,-1.93,1.02
PPT,0.17,-0.2
PR,0.46,1.61
PRA,2.67,-0.01
PRG,3.67,1.9
PRGO,-0.52,-1.04
PRH,,
PRI,9.38,12.04
PRIF^D,,
PRIF^J,,
PRIF^K,,
PRIF^L,,
PRIM,2.17,2.47
PRKS,3.22,4.14
PRLB,1.21,-3.77
PRM,,0.52
PRMB,,-0.734157
PRO,-1.83,-1.82
PRS,,
PRSU,-5.01,0.53
PRT,0.605881,1.011357
PRU,19.51,-4.491002
PSA,9.87,23.5
PSA^F,,
PSA^G,,
PSA^H,,
PSA^I,,
PSA^J,,
PSA^K,,
PSA^L,,
PSA^M,,
PSA^N,,
PSA^O,,
PSA^P,,
PSA^Q,,
PSA^R,,
PSA^S,,
PSBD,0.593468,-2.319179
PSEC^A,,
PSF,1.61,-3.89
PSFE,-1.83974,-30.78
PSN,0.59,0.87
PSO,0.209,0.326
PSQH,,-0.238519
PSTG,,-0.5
PSTL,0.1,0.15
PSX,2.97,23.27
PTA,2.37,-4.16
PTY,3.1,
PUK,-1.554,-0.736
PUMP,-0.53,0.02
PVH,,13.25
PVL,0.0945,0.4085
PWR,3.34,3.32
PX,0.08,0.24
PYN,0.48,-2.11
PYT,,
PZC,0.37,-2.04
QBTS,-0.373349,-0.45
QD,2.27,-1.47
QGEN,2.343446,2.650957
QS,-0.52,-0.95
QSR,2.69,3.25
QTWO,-2.0,-1.9
QUAD,0.71,0.18
QVCC,,
QVCD,,
QXO,-0.24,-0.4
QXO^B,,
R,9.648806,17.04
RA,2.49,-2.15
RAC,,
RACE,4.5,5.09
RAL,,
RAMP,-1.36,-0.5
RBA,1.36,2.86
RBC,,1.56
RBLX,-0.97,-1.55
RBOT,-1.8,1.2
RBRK,,-1.446034
RC,2.17,1.66
RC^C,,
RC^E,,
RCB,,
RCC,,
RCD,,
RCI,3.07,3.32
RCL,-20.89,-8.45
RCS,1.22,-1.26
RCUS,0.71,-3.71
RDDT,-0.865378,-1.072791
RDN,3.16,4.35
RDW,-1.36,-2.09
RDY,23.028,28.338
RELX,0.758,0.847
RERE,-9.0816,-10.0056
RES,0.03,1.01
REVG,0.69,0.25
REX,,2.916667
REXR,0.8,0.92
REXR^B,,
REXR^C,,
REZI,1.63,1.9
RF,2.49,2.28
RF^C,,
RF^E,,
RF^F,,
RFI,4.41,-3.51
RFL,-1.468929,-6.220766
RFM,4.43,-4.27
RFMZ,,-3.84
RGA,9.04,7.64
RGR,8.78,4.96
RGT,2.18,-3.87
RH,,22.13
RHI,5.36,6.03
RHP,-3.21,2.33
RIG,-0.93,-0.89
RIO,12.95,7.621
RITM,1.51,1.8
RITM^A,,
RITM^B,,
RITM^C,,
RITM^D,,
RIV,3.439349,-0.67
RIV^A,,
RJF,6.63,6.98
RJF^B,,
RKT,2.32,0.28
RL,,8.07
RLI,3.055,6.37
RLJ,-2.01,0.1
RLJ^A,,
RLTY,,
RLX,1.436,1.085
RM,8.33,5.3
RMAX,-0.84,0.26
RMD,3.24,5.3
RMI,3.39,-4.23
RMM,3.5,-3.08
RMMZ,,
RMT,2.16,-2.28
RNG,-4.1,-9.23
RNGR,0.63,0.65
RNP,7.11,-6.44
RNR,-1.57,-25.5
RNR^F,,
RNR^G,,
RNST,3.12,2.95
ROG,5.73,6.15
ROK,11.58,7.97
ROL,0.71,0.75
RPM,3.87,3.79
RPT,1.41,-1.24
RPT^C,,
RQI,6.06,-4.81
RRC,1.61,4.69
RRX,4.4,7.29
RS,21.97,29.92
RSF,4.251985,-0.125913
RSG,4.04,4.69
RSI,-0.51,-0.61
RSKD,-2.34,-0.62
RTO,0.705,0.5755
RTX,2.56,3.5
RVLV,1.34,0.79
RVT,3.5,-4.34
RVTY,7.386336,4.58
RWT,2.37,-1.43
RWT^A,,
RWTN,,
RWTO,,
RWTP,,
RXO,1.30306,0.8
RY,11.06,11.06
RYAM,1.05,-0.23
RYAN,-0.07,0.52
RYI,7.56,10.21
RYN,1.08,0.73
RZB,,
RZC,,
S,,-1.56
SA,0.01,-0.09
SABA,-0.6,-0.78
SAFE,1.32,2.17
SAH,8.06,2.23
SAJ,,
SAM,1.17,5.44
SAN,0.436,0.537
SAND          ,,
SAP,4.560948,1.95
SAR,,3.99
SARO,-0.091825,-0.062787
SAT,,
SAY,,
SAZ,,
SB,1.44,1.36
SB^C,,
SB^D,,
SBH,2.1,1.66
SBI,0.44,-1.23
SBR,3.97,8.42
SBS,3.37,4.57
SBSI,3.47,3.26
SBSW,45.16,26.0
SBXD,,
SCCO,4.262877,3.311255
SCD,3.83,-0.18
SCE^G,,
SCE^J,,
SCE^K,,
SCE^L,,
SCE^M,,
SCE^N,,
SCHW,2.83,3.5
SCHW^D,,
SCHW^J,,
SCI,4.72,3.53
SCL,5.92,6.38
SCM,1.72,0.74
SCS,,0.03
SD,3.13,6.52
SDHC,8.1289,17.792902
SDHY,,-1.13
SDRL,-5.85,
SE,-3.84,-2.96
SEAL^A,,
SEAL^B,,
SEE,3.32,3.33
SEG,-5.533584,-7.61458
SEI,-0.04,0.64
SEM,2.98,1.23
SEMR,-0.03,-0.24
SES,-0.089847,-0.17
SF,6.66,5.32
SF^B,,
SF^C,,
SF^D,,
SFB,,
SFBS,3.82,4.61
SFL,1.35,1.6
SG,-5.51,-1.73
SGHC,0.552114,0.397109
SGI,3.06,2.53
SGU,2.15,0.85
SHAK,-0.22,-0.61
SHCO,-1.88,-1.12
SHEL,5.14,11.42
SHG,7308.0,9123.812907
SHO,0.06,0.34
SHO^H,,
SHO^I,,
SHW,6.98,7.72
SID,8.90654,1.17108
SIG,,12.22
SII,1.28,0.67
SILA,7.16,-0.12
SITC,2.04,2.92
SITE,5.2,5.36
SJM,7.79,5.83
SJT,0.771744,1.664908
SKE,-1.97,-1.26
SKIL,,
SKLZ,-13.8,-21.4
SKM,3988.785,2284.38
SKT,0.08,0.77
SKX,4.73,2.38
SKY,,4.33
SKYH,-1.000816,-0.23
SLB,1.32,2.39
SLF,6.69,5.21
SLG,6.5,-1.49
SLG^I,,
SLGN,3.23,3.07
SLQT,0.79,-1.81
SLVM,7.53,2.66
SM,0.29,8.96
SMA,-0.37,0.07
SMBK,2.22,2.55
SMC,-6.57,-12.71
SMFG,,103.06
SMG,8.96,-7.88
SMHI,1.3,-2.69
SMRT,-0.96,-0.49
SMWB,-1.3,-1.1
SN,2.382401,1.671818
SNA,14.92,16.82
SNAP,-0.31,-0.89
SNDA,18.933826,-9.27
SNDR,2.28,2.56
SNN,1.194,0.51
SNOW,,-2.26
SNV,4.9,4.95
SNV^D,,
SNV^E,,
SNX,6.24,6.77
SO,2.26,3.26
SOBO,,
SOC,0.14,-0.07
SOJC,,
SOJD,,
SOJE,,
SOJF,,
SOL,0.1,0.09
SOLV,8.453966,7.78
SON,-0.877858,4.72
SONY,,141.032
SOR,4.93,-3.24
SOS,-3.765,-443.46
SOUL,,
SPB,4.39,1.75
SPCE,-28.6,-37.8
SPE,4.24,-2.15
SPE^C,,
SPG,6.84,6.52
SPG^J,,
SPGI,12.51,10.2
SPH,1.94,2.18
SPHR,-17.39,-5.77
SPIR,-2.48,-5.66
SPMA,,
SPMC,,
SPNT,0.27,-2.51
SPNT^B,,
SPOT,-1.03,-2.93
SPR,-5.19,-5.21
SPRU,1.52,-5.28
SPXC,9.15,0.0
SPXX,3.51,-2.72
SQM,2.0496,13.6757
SQNS,-1.4,-0.5
SR,4.96,3.95
SR^A,,
SRE,2.005,3.31
SREA,,
SRFM,-5.099153,-10.596446
SRG,-0.78,-1.59
SRG^A,,
SRI,0.12,-0.52
SRL,0.51,-1.58
SRV,10.882436,8.064314
SSB,6.71,6.6
SSD,6.12,7.76
SSL,14.39,61.36
SST,0.403885,
SSTK,2.46,2.08
ST,2.28,1.99
STAG,1.15,1.0
STC,11.9,5.94
STE,,2.48
STEL,1.45,1.47
STEM,-0.96,-0.81
STEW,2.8,0.66
STG,16.28,47.07
STK,10.7,-9.86
STLA,4.51,5.31
STM,2.16,4.74
STN,1.8,2.22
STNG,-4.28,10.34
STR,0.0,1.1
STT,7.19,7.19
STT^G,,
STVN,0.53,0.54
STWD,1.468862,2.74
STZ,,-0.22
SU,2.77,6.53
SUI,3.36,2.0
SUN,5.28,4.68
SUPV,-9.4,-375.2
SUZ,6.39205,17.57305
SVV,0.519742,0.528006
SW,2.956228,3.879934
SWK,10.16,6.76
SWX,3.39,-3.1
SWZ,1.63,-2.08
SXC,0.52,1.19
SXI,2.97,5.06
SXT,2.81,3.34
SYF,7.34,6.15
SYF^A,,
SYF^B,,
SYK,5.21,6.17
SYY,1.02,2.64
T,2.76,-1.13
T^A,,
T^C,,
TAC,-2.13,0.01
TAK,,72.935
TAL,-0.189981,-1.763157
TALO,-2.24,4.56
TAP,4.62,-0.81
TBB,,
TBBB,-7.278686,-5.036597
TBI,1.74,1.86
TBN,,-0.010294
TCI,1.09,54.2
TD,7.72,9.47
TDC,1.3,0.31
TDF,-3.83,-5.46
TDG,10.41,13.4
TDOC,-2.73,-84.6
TDS,1.0,-0.07
TDS^U,,
TDS^V,,
TDW,-3.14,-0.49
TDY,9.544493,16.53
TE,-1.24,-0.83
TEAF,2.2,0.27
TECK,5.31,6.19
TEF,1.38,0.31
TEI,-0.58,-1.22
TEL,6.79,7.47
TEN,-9.53,6.01
TEN^E,,
TEN^F,,
TEO,122.0,-3272.0
