Ticker,EPS_2021,EPS_2022
TEVA,0.38,-2.12
TEX,3.12,4.32
TFC,4.47,4.43
TFC^I,,
TFC^O,,
TFC^R,,
TFII,6.97,9.02
TFPM,0.31,0.35
TFSA,,
TFX,10.23,7.68
TG,1.72,0.84
TGE,,0.281934
TGI,-8.55,-0.66
TGLS,1.43,3.28
TGNA,2.14,2.81
TGS,139.05,214.65
TGT,,14.1
THC,8.42,3.79
THG,11.49,3.21
THO,11.91831,20.59
THQ,4.71,-2.09
THR,,0.6
THS,-0.22,-2.61
THW,2.44,-4.47
TIC,,3.93
TIMB,6.108838,3.5
TISI,-60.1,-35.85
TIXT,0.29,0.68
TJX,,2.7
TK,0.08,0.76
TKC,5.75,12.65
TKO,0.0,0.0
TKR,4.79,5.48
TLK,24994.0,20949.0
TLYS,,2.06
TM,1589.34,2052.3
TME,1.8,2.28
TMHC,5.18,9.06
TMO,19.46,17.63
TNC,3.44,3.55
TNET,5.07,5.61
TNK,-7.16,6.68
TNL,3.52,4.24
TOL,6.63,10.9
TOST,-1.68,-0.72
TPB,2.52,0.64
TPC,1.79,-4.09
TPH,4.12,5.54
TPL,11.61,19.256667
TPR,2.95,3.17
TPTA,,
TPVG,2.47,-0.61
TR,0.861832,1.006656
TRAK,0.18,0.18
TRC,0.2,0.59
TREX,1.8,1.65
TRGP,-0.07,3.88
TRN,1.75,0.71
TRNO,1.23,2.61
TROX,1.81,3.16
TRP,1.86,0.64
TRTN^A,,
TRTN^B,,
TRTN^C,,
TRTN^D,,
TRTN^E,,
TRTN^F,,
TRTX,0.87,-0.95
TRTX^C,,
TRU,7.19,1.4
TRV,14.49,11.77
TS,1.86,4.32
TSE,11.12,-11.99
TSI,0.21,-0.43
TSLX,2.79,1.38
TSM,115.05,196.0
TSN,8.34,8.92
TSQ,0.79,0.68
TT,5.87,7.48
TTAM,0.32122,0.340205
TTC,3.78,4.2
TTE,5.92,7.85
TTI,0.814048,0.06
TU,1.22,1.15
TUYA,-0.36,-0.26
TV,11.7,79.000155
TVC,,
TVE,,
TWI,0.79,2.77
TWLO,-5.45,-6.86
TWN,17.35,-9.95
TWO,1.72,2.13
TWO^A,,
TWO^B,,
TWO^C,,
TWOD,,
TX,19.5,9.0
TXNM,2.27,1.97
TXO,2.099,-0.2556
TXT,3.3,4.01
TY,8.35,-5.42
TY^,,
TYG,9.59,8.71
TYL,3.82,3.87
U,-1.89,-2.96
UA,0.77,
UAA,0.77,
UAN,7.31,27.07
UBER,-0.29,-4.65
UBS,2.06,2.25
UCB,2.97,2.52
UCB^I,,
UDR,0.48,0.26
UE,0.88,0.39
UFI,1.54,0.8
UGI,6.92,4.97
UGP,0.7753,1.6391
UHAL,,7.08
UHS,11.82,9.14
UHT,7.92,1.53
UI,9.78,6.13
UIS,-6.75,-1.57
UL,2.32,2.99
ULS,1.12,1.465
UMC,22.4,34.35
UMH,0.45,-0.67
UMH^D,,
UNF,7.94,5.46
UNFI,2.48,4.07
UNH,18.08,21.18
UNM,4.02,6.5
UNMA,,
UNP,9.95,11.21
UP,-9.3,-20.6
UPS,14.68,13.2
URI,19.04,29.65
USA,1.69,-1.61
USAC,-0.4,-0.19
USB,5.1,3.69
USB^A,,
USB^H,,
USB^P,,
USB^Q,,
USB^R,,
USB^S,,
USFD,0.54,1.01
USM,1.77,0.35
USNA,5.73,3.59
USPH,2.41,2.25
UTF,5.51,-2.06
UTI,0.17,0.38
UTL,2.35,2.588147
UTZ,0.25,-0.004894
UVE,0.65,-0.72
UVV,3.53,3.47
UWMC,0.66,0.45
UZD,,
UZE,,
UZF,,
V,5.63,7.0
VAC,1.13,7.94
VAL,-60.0,2.33
VALE,4.47,4.05
VATE,-29.586625,-5.262051
VBF,1.23,-0.7
VCV,0.09,0.0
VEEV,,2.63
VEL,0.86,0.94
VET,6.97,7.8
VFC,,3.53
VG,-0.18,0.721081
VGI,0.2,-1.77
VGM,0.12,-0.04
VHC,-12.0,-10.17
VHI,4.46,3.16
VICI,1.76,1.27
VIK,-4.89505,-0.688834
VIPS,6.748,9.83
VIRT,3.91,2.44
VIST,0.543,2.755
VIV,3.714508,2.44
VKQ,0.12,-0.05
VLN,-1.15,-0.28
VLO,2.27,29.04
VLRS,0.888791,-0.26
VLT,1.21,0.08
VLTO,3.490069,3.425213
VMC,5.02,4.31
VMI,9.1,11.62
VMO,0.13,-0.02
VNCE,,-1.07
VNO,0.53,-2.13
VNO^L,,
VNO^M,,
VNO^N,,
VNO^O,,
VNT,2.43,2.49
VOC,0.51,1.275
VOYA,16.61,4.3
VOYA^B,,
VOYG,,
VPG,1.48,2.63
VPV,0.15,0.12
VRE,-1.39,-0.63
VRT,0.33,0.04
VRTS,26.01,15.5
VSCO,,7.18
VSH,2.05,2.98
VST,-2.715997,-3.148133
VSTS,0.567011,1.081642
VTEX,-0.333,-0.275
VTLE,10.03,37.44
VTMX,2.636,3.509
VTN,-0.26,0.02
VTOL,-3.12,-0.55
VTR,0.13,-0.12
VTS,0.0,0.0
VVR,0.22,0.32
VVV,2.29,2.35
VVX,3.86,-0.68
VYX,0.58,0.31
W,-1.26,-12.54
WAB,2.96,3.46
WAL,8.67,9.7
WAL^A,,
WAT,11.17,11.73
WBS,4.42,3.72
WBS^F,,
WBS^G,,
WBX,-1.99,-0.795874
WCC,7.84,15.33
WCN,2.36,3.24
WD,8.15,6.36
WDH,-5.8,1.5
WDI,0.24,-3.46
WDS,2.041,4.263
WEA,0.26,-2.3
WEAV,-2.6,-0.76
WEC,4.11,4.45
WELL,0.78,0.3
WES,2.18,3.0
WEX,0.003023,4.5
WF,10443.0,12573.0
WFC,4.99,3.14
WFC^A,,
WFC^C,,
WFC^D,,
WFC^L,,
WFC^Y,,
WFC^Z,,
WFG,27.03,20.86
WGO,8.28,11.84
WH,2.6,3.91
WHD,0.83,1.8
WHG,1.23,-0.59
WHR,28.36,-27.18
WIA,1.3,-2.32
WIT,9.535,11.145
WIW,1.36,-2.22
WK,-0.74,-1.72
WKC,1.16,1.82
WLK,15.58,17.34
WLKP,2.34,1.82
WLY,2.63,2.62
WLYB,2.63,2.62
WM,4.29,5.39
WMB,1.24,1.67
WMK,4.05,4.65
WMS,2.59,3.15
WMT,,1.623333
WNC,0.02,2.25
WNS,,2.58
WOLF,-4.66,-1.67
WOR,13.42,7.44
WOW,9.31,-0.03
WPC,2.24,2.99
WPM,1.673,1.479
WPP,2.625,3.06
WRB,2.435556,3.293333
WRB^E,,
WRB^F,,
WRB^G,,
WRB^H,,
WRBY,-2.21,-0.96
WS,3.418563,3.606189
WSM,,7.375
WSO,9.826092,14.17266
WSO/B,,
WSR,0.26,0.71
WST,8.67,7.73
WT,0.31,0.31
WTI,-0.29,1.59
WTM,-89.46,276.96
WTRG,1.67,1.77
WTS,4.88,7.48
WTTR,-0.48,0.5
WU,1.97,2.34
WWW,0.81,-2.389931
WY,3.47,2.53
XFLT,2.17,-1.09
XFLT^A,,
XHR,-1.26,0.49
XIFR,1.77,5.62
XIN,-77.8,-48.8
XOM,5.39,13.26
XPER,-4.210835,-18.02
XPEV,-5.92,-10.68
XPO,2.93,5.76
XPOF,-2.85,-0.87
XPRO,-1.64,-0.18
XYF,14.7,15.12
XYL,2.35,1.96
XYZ,0.33,-0.93
YALA,0.46,0.45
YELP,0.5,0.5
YETI,2.4,1.03
YEXT,,-0.73
YMM,-6.2,0.4
YOU,-0.48,-0.8
YPF,0.00633,4.173073
YRD,12.1108,13.6252
YSG,-12.2,-6.8
YUM,5.21,4.57
YUMC,2.28,1.04
ZBH,1.91,1.1
ZEPP,1.305282,-2.88
ZETA,-2.95,-2.01
ZGN,-0.67,0.21
ZH,-13.029482,-15.57
ZIM,39.02,38.35
ZIP,0.02,0.51
ZK,-17.620517,-32.044716
ZKH,-9.041682,-7.751266
ZTO,5.8,8.36
ZTR,,
ZTS,4.27,4.49
ZVIA,-1.33,-0.81
ZWS,0.97,0.4
