Ticker,Average_ROTC,Years_of_Data,Data_Years,ROTC_2013,ROTC_2014,ROTC_2015,ROTC_2016,ROTC_2017,ROTC_2018,ROTC_2019,ROTC_2020,ROTC_2021,ROTC_2022
ADP,0.24948198049562142,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.2051357540071966,0.22431703258534064,0.21075829810200594,0.3150904177925587,0.223743799870606,0.24928180117584178,0.26522074531212914,0.2545579774734624,0.26177699632361334,0.28493698231345954
DORM,0.1935328633790079,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.2024563656884018,0.2237821780304822,0.24610060323487706,0.21754855055470806,0.1998199371944397,0.2047135720297431,0.1771801170795922,0.21046081722476281,0.11511730662719567,0.13814918612587643
ORLY,0.23307655941315253,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.1101265166520713,0.13798758892397922,0.1910585362113407,0.2012719585362933,0.23844092223226235,0.21007149416240326,0.22477121511231185,0.2915078067415226,0.31071656089369304,0.4148129946656478
POOL,0.18323051968389387,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.0963831388078924,0.10610135882016407,0.10559033164455342,0.11768583372671099,0.11448668197023301,0.11484756896791007,0.2197699235410352,0.3184745992936702,0.40896142637365385,0.23000433369311557
TSCO,0.25606026211963584,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.2386733558926838,0.27418401451963226,0.32023641575298495,0.2655069031723237,0.26351104493290467,0.224813987923037,0.2129693930105961,0.27509814469450217,0.20857713831308713,0.277032222984607
WDFC,0.1745635252624234,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.15084629270797106,0.1342979116362508,0.1404526885437907,0.24370080275421013,0.23655465512235038,0.1180375814721279,0.1827724926190024,0.23205377285310674,0.14586534823956063,0.16105370667586316
CLX,0.13538449532973748,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.11124425803874576,0.12717442407146215,0.13602853745541021,0.12863070539419086,0.13937621832358674,0.14318706697459585,0.13281428898557363,0.14032048505846687,0.13801929513683797,0.15704967385850477
EPAM,0.18346139134603623,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.6694893507826534,0.14486534202248863,0.13359336278418274,0.11356553814843866,0.1080812682682119,0.10181681670901085,0.05762730121115543,0.24642980592791197,0.13000484050245611,0.1291402871038526
LMT,0.18165396411178772,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",0.16477378514243157,0.3837550678037187,0.22448979591836735,0.10749873583390344,0.1198669991687448,0.18198128473932315,0.06311491222429426,0.16998484082870136,0.2019252584837779,0.19914896097461454
