Ticker,EPS_2021,EPS_2022
DYN,-2.93,-3.23
DYNX,,
DYNXW,,
EA,,2.76
EBAY,20.54,-2.27
EBC,0.9,1.21
EBMT,2.17,1.45
EBON,0.75,-7.03
ECBK,0.330414,0.32
ECDA,0.036788,-0.1
ECDAW,,
ECOR,-4.35,-4.692345
ECPG,11.26,7.46
ECX,-4.205229,-7.92
ECXWW,,
EDAP,0.02,-0.09
EDBL,-10609.195402,-17465.638149
EDBLW,,
EDHL,,0.015829
EDIT,-2.85,-3.21
EDRY,11.54,11.61
EDSA,-7.7,-7.35
EDTK,0.32,-0.1
EDUC,,0.98
EEFT,1.3266,4.41
EEIQ,-0.12,-0.54
EFOI,-12.11,-8.89
EFSC,3.86,5.31
EFSCP,,
EFSI,3.2,4.17
EGAN,0.21,-0.08
EGBN,5.52,4.39
EGHA,,
EH,-5.56,-5.72
EHGO,0.019994,0.018284
EHLD,,4.97497
EHTH,-4.59,-4.36
EJH,19131.140299,-12285.540724
EKSO,-0.88,-1.16
ELAB,-63.397883,-264.6
ELBM,-5.04,-1.48
ELDN,-2.33,-6.16
ELEV,-2.64,-4.09
ELPW,-0.206862,-0.195172
ELSE,0.12,0.03
ELTK,0.86,0.55
ELTX,-2.523051,-2.695771
ELUT,-2.38,-2.38
ELVA,-0.25,-0.31
ELVN,-0.601946,-0.91635
ELWS,-23.16707,-197.929803
EM,-24.4,-2.82
EMBC,7.277193,3.89
EMCG,,0.08
EMCGR,,
EMCGW,,
EML,1.49,1.97
EMPG,0.101482,0.146206
ENGN,-0.959135,-1.251144
ENGNW,,
ENGS,0.06754,-0.107161
ENLT,0.12,0.25
ENLV,-0.81,-1.69
ENPH,1.02,2.77
ENSC,-5327.999999,-2091.6
ENSG,3.42,3.95
ENTA,-3.92,-5.91
ENTG,3.0,1.46
ENTO,-39770.599948,-416.94
ENTX,-0.47,-0.45
ENVB,-1555.349999,-195.0
ENVX,-1.07,-0.82
EOLS,-0.94,-1.33
EOSE,-2.36,-3.68
EOSEW,,
EPIX,-0.96,-0.8
EPOW,-0.36,-0.98
EPRX,-1.474487,-0.96
EPSM,0.078601,0.084334
EPSN,0.49,1.51
EPWK,0.028476,-0.155469
EQ,-1.36,-1.85
EQIX,5.53,7.67
ERAS,-1.85,-1.99
ERIC,6.81,5.62
ERIE,5.69,5.71
ERII,0.24,0.42
ERNA,-56.4,-8.06
ESCA,1.76,1.31
ESEA,6.05,14.78
ESGL,-0.104822,-0.374994
ESGLW,,
ESHA,,-0.005649
ESHAR,,
ESLA,-0.020843,-0.047878
ESLT,6.2,6.18
ESOA,0.519,0.24
ESPR,-9.31,-3.52
ESQ,2.26,3.47
ESSA,1.65,2.06
ESTA,-1.72,-3.08
ETNB,-4.48,-2.93
ETON,-0.08,-0.36
ETOR,,-2.624435
ETSY,3.4,-5.48
EU,-0.13,-0.22
EUDA,0.093461,-2.07
EUDAW,,
EURK,,
EURKR,,
EURKU,,
EVAX,-63.0,-49.0
EVCM,-0.82,-0.31
EVER,-0.67,-0.77
EVGN,-6.9,-6.5
EVGO,-0.09,-0.4
EVGOW,,
EVLV,-0.15,-0.6
EVLVW,,
EVO,0.65,-0.495
EVOK,-38.880156,-31.44
EVRG,3.83,3.27
EVTV,-0.67,-2.92
EWBC,6.1,7.92
EWCZ,-0.092466,0.163302
EWTX,-1.14,-0.31
EXAS,-3.48,-3.54
EXC,1.74,2.08
EXE,,33.36
EXEEL,,
EXEEW,,
EXEL,0.72,0.56
EXFY,-0.36,-0.33
EXLS,0.67,0.846
EXOZ,-0.14877,-0.171781
EXPE,-1.8,2.17
EXPI,0.51,0.1
EXPO,1.9,1.96
EXTR,0.02,0.33
EYE,1.43,0.52
EYPT,-2.03,-2.74
EZGO,-10.8,-18.92
EZPW,0.15,0.7
FA,0.11,0.43
FAAS,-0.117528,-0.075668
FAASW,,
FACT,,
FACTU,,
FACTW,,
FAMI,4.51,6.16
FANG,12.3,24.61
FARM,-2.39,-0.89
FARO,-2.2,-1.46
FAST,1.6,1.89
FAT,-2.15,-7.66
FATBB,-2.15,-7.66
FATBP,,
FATBW,,
FATE,-2.24,-2.91
FATN,,0.035252
FBGL,0.135451,0.004575
FBIO,-11.85,-14.55
FBIOP,,
FBIZ,4.17,4.75
FBLA,,0.122319
FBLG,-0.048711,-0.15768
FBNC,2.684429,4.115375
FBRX,-38.75,-20.0
FBYD,-0.987773,-1.818605
FCAP,3.41,3.55
FCBC,2.94,2.82
FCCO,2.05,1.92
FCEL,-9.3,-11.4
FCFS,2.576559,5.36
FCNCA,53.88,67.4
FCNCO,,
FCNCP,,
FCUV,-0.533333,-0.8
FDBC,4.48,5.29
FDMT,-2.57,-3.32
FDSB,,0.523415
FDUS,4.75,1.46
FEAM,-10.414542,-37.49
FEBO,0.074909,0.786636
FEIM,0.07,-0.93
FELE,3.25,3.97
FEMY,-1.12,-0.96
FENC,-0.67,-0.9
FER,1.63,0.25
FERA,,
FERAR,,
FERAU,,
FFAI,-21216.000002,-15742.400042
FFAIW,,
FFBC,2.14,2.3
FFIC,2.59,2.5
FFIN,1.59,1.64
FFIV,5.34,5.27
FGBI,2.42,2.48
FGBIP,,
FGEN,-3.14,-3.14
FGF,-49.0,-2.25
FGFPP,,
FGI,0.832202,0.39
FGIWW,,
FGL,0.122195,0.25
FGMC,,
FGMCR,,
FGMCU,,
FHB,2.05,2.08
FHTX,-2.73,-2.62
FIBK,3.11,1.96
FIEE,-2.25,-8.5
FIGXU,,
FINW,3.27,1.87
FIP,-0.805223,-1.73
FISI,4.78,3.56
FITB,3.73,3.35
FITBI,,
FITBO,,
FITBP,,
FIVE,,4.95
FIVN,-0.79,-1.35
FIZZ,,1.69
FKWL,1.53,-0.32
FLD,,-0.259494
FLDDW,,
FLEX,,1.94
FLGC,-9.719707,-13.6
FLGT,16.38,4.63
FLL,0.33,-0.43
FLNC,-3.273233,-1.5
FLNT,-0.78,-9.06
FLUX,-1.08,-1.01
FLWS,1.78,0.45
FLX,-5.941813,-13.32
FLXS,3.09,0.28
FLYE,,0.016826
FLYW,-0.4,-0.36
FMAO,2.01,2.46
FMBH,2.87,3.6
FMFC,,
FMNB,1.77,1.79
FMST,,-1.27
FMSTW,,
FNGR,-0.13,-0.12
FNKO,1.08,-0.18
FNLC,3.3,3.53
FNWB,1.66,1.71
FNWD,4.3,3.6
FOLD,-0.92,-0.82
FONR,1.45,1.75
FORA,-0.9,-0.81
FORD,0.5,-1.4
FORL,,
FORLW,,
FORM,1.06,0.65
FORR,1.28,1.14
FORTY,3.5,5.21
FOSL,0.48,-0.85
FOSLL,,
FOX,3.61,2.11
FOXA,3.61,2.11
FOXF,3.87,4.84
FOXX,,0.019892
FPAY,0.036229,0.398519
FRAF,4.42,3.36
FRBA,1.79,1.84
FRD,,2.04
FRGT,-3104.014005,-524.0
FRHC,2.56,3.84
FRME,3.81,3.81
FRMEP,,
FROG,-0.68,-0.91
FRPH,1.5,0.24
FRPT,-0.69,-1.29
FRSH,-21.73,-0.82
FRST,1.27,0.72
FRSX,-1.398039,-2.013378
FSBC,2.83,2.61
FSBW,4.32,3.7
FSEA,0.45,-0.12
FSFG,4.12,2.15
FSHP,-0.040939,-0.050629
FSHPR,,
FSHPU,,
FSLR,4.38,-0.41
FSTR,0.34,-4.25
FSUN,1.735047,2.48
FSV,3.05,2.72
FTAI,-1.43,-2.22
FTAIM,,
FTAIN,,
FTCI,-12.4,-9.8
FTDR,1.5,0.87
FTEK,0.001819,-0.05
FTEL,0.076367,0.001133
FTFT,-10.4,-9.5
FTHM,-0.88,-1.73
FTLF,0.55,0.445
FTNT,0.726,1.06
FTRE,1.108597,2.106335
FTRK,,
FUFU,0.03024,0.014991
FUFUW,,
FULC,-2.29,-2.44
FULT,1.62,1.67
FULTP,,
FUNC,2.95,3.76
FUND,1.73,-0.03
FUSB,0.66,1.06
FUTU,18.4,20.32
FVCB,1.2,1.35
FVN,,
FVNNR,,
FWONA,-0.82,2.15
FWONK,-0.82,2.15
FWRD,3.85,7.14
FWRG,-0.04,0.11
FXNC,1.86,2.68
FYBR,,1.8
GABC,3.17,2.78
GAIA,0.19,-0.15
GAIN,,3.08
GAINI,,
GAINL,,
GAINN,,
GAINZ,,
GALT,-0.52,-0.65
GAMB,0.37,0.065533
GAME,,-2.24
GANX,-1.37,-1.48
GASS,-0.93,0.9
GAUZ,-0.903833,-1.989198
GBDC,2.03,0.9
GBFH,0.85,0.84
GBIO,-2.12,-2.35
GCBC,1.405,1.645
GCL,,0.036149
GCLWW,,
GCMG,0.488626,0.28
GCMGW,,
GCT,0.689726,0.6
GCTK,-26.0,-29.0
GDC,-20.36,-20.13
GDEN,5.04,2.61
GDEV,-6.4,0.37
GDEVW,,
GDHG,13.121135,13.84384
GDRX,-0.06,-0.08
GDS,-7.2,-8.24
GDTC,-0.18754,-0.286221
GDYN,-0.13,-0.42
GECC,-2.52,-2.492725
GECCH,,
GECCI,,
GECCO,,
GECCZ,,
GEG,-0.28,-0.56
GEGGL,,
GEHC,4.941611,4.22
GELS,-0.068756,-0.356947
GEN,,1.41
GENK,13.849722,2.855833
GENVR,,
GEOS,-1.05,-1.76
GERN,-0.35,-0.37
GEVO,-0.3,-0.44
GFAI,-12.4,-14.97
GFAIW,,
GFS,-0.5,2.62
GGAL,1276.219357,2228.743985
GGR,-0.275818,-0.45
GGROW,,
GH,-4.0,-6.41
GHRS,-0.21,-0.43
GIBO,,-0.015637
GIBOW,,
GIFI,-1.43,-0.21
GIFT,-0.41,-0.57
GIG,,
GIGGW,,
GIGM,-0.31,-0.25
GIII,,4.05
GILD,4.93,3.64
GILT,-0.05,-0.1
GIPR,-1.16,-1.4
GIPRW,,
GITS,-4.793395,-2.691156
GLAD,5.08,1.16
GLADZ,,
GLBAV,,
GLBE,-0.74,-1.24
GLBKV,,
GLBS,1.01,1.18
GLBZ,0.88,0.61
GLDD,0.75,-0.52
GLE,0.435801,0.510088
GLMD,-237.6,-127.8
GLNG,3.813298,7.25
GLPG,-1.58,-3.32
GLPI,2.26,2.7
GLRE,0.51,0.73
GLSI,-0.35,-0.61
GLTO,-51.25,-60.75
GLUE,-2.96,-2.3
GLXG,0.546043,1.270892
GLXY,3.81,-4.99
GMAB,4.554,8.365
GMGI,0.01,-0.01
GMHS,,0.038287
GMM,0.783264,-0.147766
GNFT,1.23,-0.48
GNLN,-1738.0,-1690.7
GNLX,-0.692591,-0.220918
GNPX,-17.6,-19.8
GNSS,0.02,-0.44
GNTA,-0.37,-0.47
GNTX,1.5,1.36
GO,0.63,0.65
GOCO,-26.85,-17.72
GOGL,2.73,2.29
GOGO,1.28,0.71
GOOD,-0.09,-0.04
GOODN,,
GOODO,,
GOOG,5.61,4.56
GOOGL,5.61,4.56
GORV,6.315572,2.42
GOSS,-3.13,-2.71
GOVX,-45.6,-12.45
GOVXW,,
GP,-0.43,-0.69
GPAT,,-0.000987
GPATU,,
GPATW,,
GPCR,-1.717476,-1.38158
GPRE,-1.41,-2.29
GPRO,2.27,0.18
GRAB,-0.921705,-0.44
GRABW,,
GRAL,,-173.888765
GRAN,,
GRCE,,-1.62
GREE,-14.1,-58.605571
GREEL,,
GRFS,0.27,0.27
GRI,-815.803244,-1683.411826
GRNQ,-2.07,-0.81
GROW,2.12,0.23
GRPN,3.68,-7.88
GRRR,-1.175533,-17.83
GRRRW,,
GRVY,9490.0,11968.0
GRWG,0.21,-2.69
GRYP,-1.531452,-5.542118
GSAT,-0.9,-2.1
GSBC,5.46,6.02
GSHD,0.26,0.03
GSHR,,
GSHRU,,
GSHRW,,
GSIT,-0.91,-0.73
GSIW,-0.02197,-0.03406
GSM,-0.54,2.32
GSRT,,
GSRTR,,
GSRTU,,
GSUN,1.137099,-1.48
GT,2.89,0.71
GTBP,-61.8,-19.4634
GTEC,0.58,0.06
GTEN,,
GTENU,,
GTENW,,
GTERU,,
GTI,-6e-06,-0.006316
GTIM,1.31,-0.21
GTLB,,-1.95
GTM,0.43,0.16
GTX,1.56,0.75
GURE,-0.09,1.0
GUTS,-1.117919,-1.336626
GV,1.095614,0.003726
GVH,0.037651,0.054015
GWAV,54.0,-1456.499993
GWRS,0.16,0.24
GXAI,,-1.408892
GYRE,0.306026,0.030059
GYRO,,
HAFC,3.22,3.32
HAIN,0.76,0.83
HALO,2.74,1.44
HAO,0.01,0.005591
HAS,3.1,1.46
HBAN,0.9,1.45
HBANL,,
HBANM,,
HBANP,,
HBCP,5.77,4.16
HBIO,-0.01,-0.23
HBNB,,
HBNC,1.98,2.14
HBT,2.02,2.09
HCAI,-0.026701,0.13341
HCAT,-3.23,-2.63
HCHL,,
HCKT,1.26,1.28
HCM,-1.25,-2.15
HCSG,0.61,0.47
HCTI,-2.02,-3.88
HCWB,-27.6,-16.8
HDL,-2.43,-0.7
HDSN,0.69,2.2
HELE,,9.17
HEPS,-1.92,-21.2
HERZ,,
HFBL,1.57,1.41
HFFG,0.43,0.01
HFWA,2.73,2.31
HGBL,0.08,0.42
HHS,1.76,4.75
HIFS,30.65,17.04
HIHO,-0.12,0.11
HIMX,2.498,1.356
HIT,,0.001475
HITI,-0.84,-1.14
HIVE,,0.94
HKIT,0.15193,0.128848
HKPD,,
HLIT,0.12,0.25
HLMN,-0.28,-0.08
HLNE,2.81,3.98
HLP,0.265468,0.243097
HLVX,-6.286047,-5.89
HLXB,,-0.000172
HMR,,0.283366
HMST,5.46,3.49
HNNA,1.07,0.82
HNNAZ,,
HNRG,-0.12,0.55
HNST,-0.43,-0.53
HNVR,2.28,3.68
HOFT,,0.97
HOLO,319.784594,-1362.63
HOLOW,,
HOLX,7.21,5.13
HON,7.91,7.27
HOND,,
HONDW,,
HONE,1.14,0.97
HOOD,-7.49,-1.17
HOOK,-23.0,-9.9
HOPE,1.66,1.81
HOTH,-16.02,-9.5
HOUR,0.137465,-0.04
HOVNP,,
HOVR,,-0.099023
HOVRW,,
HOWL,-10.94,-1.86
HPAI,,0.022136
HPAIW,,
HPK,0.54,1.93
HPKEW,,
HQI,0.87,0.91
HQY,,-0.53
HRMY,0.58,2.97
HROW,-0.69,-0.51
HROWL,,
HROWM,,
HRTX,-2.24,-1.67
HRZN,1.39,0.86
HSAI,-23.39,-5.952025
HSCS,-30.490904,-59.519237
HSCSW,,
HSDT,-5534.999997,-781.95
HSIC,4.45,3.91
HSII,3.58,3.86
HSON,1.07,2.27
HSPO,,
HSPOR,,
HSPOW,,
HSPT,,
HSPTU,,
HST,-0.02,0.88
HSTM,0.18,0.39
HTBK,0.79,1.09
HTCO,0.10621,0.232146
HTCR,-0.017877,-0.37
HTHT,-1.5,-5.9
HTLD,1.0,1.69
HTLM,0.066647,0.056188
HTO,2.03,2.43
HTOO,1.79,-2.05
HTOOW,,
HTZ,-0.27,3.36
HTZWW,,
HUBC,-17.3,-93.1
HUBCW,,
HUBCZ,,
HUBG,2.53,5.32
HUDI,0.21,0.15
HUHU,0.065038,0.044181
HUIZ,-11.0,-3.0
HUMA,-0.66,-0.12
HUMAW,,
HURA,-0.576365,-0.769486
HURC,1.01,1.23
HURN,2.89,3.64
HUT,,-0.359153
HVII,,
HVIIU,,
HWBK,3.143491,2.942308
HWC,5.22,5.98
HWCPZ,,
HWH,,-0.27552
HWKN,,2.44
HXHX,0.351297,0.2858
HYFM,3.1,-63.5
HYMC,-14.7,-3.58
HYMCL,,
HYPD,-39.2,-66.4
HYPR,-17.57,-1.04
IAC,6.37,-13.55
IART,1.98,2.16
IAS,-0.37,0.1
IBAC,,-4.2e-05
IBACR,,
IBCP,2.88,2.97
IBEX,0.15,1.23
IBG,0.003474,-0.494898
IBIO,-60.0,-115.6
IBKR,3.24,3.75
IBOC,4.0,4.78
IBRX,-0.89,-1.04
ICAD,-0.45,-0.54
ICCC,-0.01,-0.32
ICCM,-0.35,-0.46
ICFI,3.72,3.38
ICG,8.92,5.692461
ICHR,2.45,2.51
ICLR,2.25,6.13
ICMB,-0.17,0.18
ICON,107.83485,137.906372
ICU,-9.047493,-70.0
ICUCW,,
ICUI,4.74,-3.11
IDAI,-36.0,-38.25
IDCC,1.77,3.07
IDN,-0.22,-0.2
IDXX,8.6,8.03
IDYA,-1.41,-1.42
IEP,-2.32,-0.57
IESC,3.15,1.44
IFBD,-2369.3,-2122.77
IFRX,-1.1,-0.67
IGIC,0.89,1.74
IGMS,-4.93,-5.32
IHRT,-1.119353,-1.847559
III,0.3,0.39
IIIV,-0.22,-0.77
IINN,-3.24,-0.905993
IINNW,,
IKNA,-1.22,-1.9
IKT,-4.86,-4.28
ILAG,-0.076773,-0.11
ILLR,,
ILLRW,,
ILMN,5.04,-28.0
ILPT,1.83,-3.47
IMAB,-4.817151,-4.237097
IMCC,-39.6,-161.88
IMCR,-4.046894,-1.08918
IMDX,-14.4,-20.0
IMG,-39.55,-21.32
IMKTA,12.73,14.36
IMMP,-0.49067,-0.379
IMMR,0.39,0.92
IMMX,-6.64,-0.59
IMNM,-2.14,-3.09
IMNN,-3.831896,-5.03
IMOS,136.2,92.6
IMPP,-11.85,2.85
IMPPP,,
IMRN,-1.516,-0.5
IMRX,-2.46,-1.91
IMTE,-5.07,-4.86
IMTX,-1.48,0.55
IMUX,-3.93,-3.78
IMVT,-1.22,-1.43
IMXI,1.2,1.48
INAB,-1.47,-1.36
INACU,,
INBK,4.82,3.7
INBKZ,,
INBS,-149.926138,-136.8
INBX,,-8.097998
INCR,0.1,0.99
INCY,4.27,1.52
INDB,3.47,5.69
INDI,-1.25,-0.42
INDP,-1.89,-1.73
INDV,1.35,-0.38
INEO,0.10976,0.12216
INGN,-0.28,-3.67
INHD,-0.051078,-0.486062
INKT,-11.6,-8.3
INLF,0.002523,0.037073
INM,-759.2,-663.4
INMB,-1.88,-1.52
INMD,1.92,1.89
INNV,-0.36,-0.05
INO,-17.450004,-14.04
INOD,-0.06,-0.44
INSE,-1.66,0.77
INSG,-5.1,-6.6
INSM,-3.88,-3.91
INTA,-2.23,-1.63
INTC,4.86,1.94
INTG,4.06,-3.92
INTJ,1.04,1.04
INTR,-0.01,-0.0276
INTS,-0.602746,-2.18903
INTU,7.56,7.28
INTZ,-21.0,-0.82
INV,0.155963,-0.767214
INVA,2.87,2.37
INVE,0.02,-0.07
INVZ,-1.54,-0.94
INVZW,,
IOBT,-17.3,-2.48
IONR,-0.177316,-0.168
IONS,-0.2,-1.9
IOSP,3.75,5.32
IOTR,,0.013814
IOVA,-2.23,-2.49
IPA,-0.45,-0.85
IPAR,2.75,3.78
IPCX,,
IPCXR,,
IPCXU,,
IPDN,-4.1,-3.9
IPGP,5.16,2.16
IPHA,-0.66,-0.73
IPM,0.17,-0.35
IPOD,,
IPODU,,
IPODW,,
IPSC,-2.96,-2.27
IPW,-0.04,0.05
IPWR,-0.8,-1.17
IPX,-1.923121,-1.598791
IQ,-7.77,-0.14
IQST,-2.4,-2.903924
IRBT,1.08,-10.52
IRD,-3.82,0.87
IRDM,-0.070952,0.069276
IREN,-1.140878,-10.253
IRIX,-0.34,-0.47
IRMD,0.74,1.02
IROH,,-0.11
IROHR,,
IROHU,,
IROHW,,
IRON,-44.9,-45.05
IROQ,1.74,1.84
IRTC,-3.46,-3.88
IRWD,3.21,0.96
ISBA,2.45,2.91
ISPC,-41.8,-23.2
ISPO,-9.468191,-9.2
ISPOW,,
ISPR,0.055746,-0.035563
ISRG,4.66,3.65
ISRL,,-0.015014
ISRLW,,
ISSC,0.29,0.32
ISTR,0.76,3.5
ITIC,35.28,12.59
ITOS,5.68,2.56
ITRI,-1.83,-0.22
ITRM,-7.744304,-3.346646
ITRN,1.65,1.82
IVA,-1.27,-1.31
IVDA,-2.72,-2.08
IVDAW,,
IVF,-151.2,-216.0
IVP,-484.374818,-1787.454876
IVVD,-5.32,-2.23
IXHL,-0.024944,-0.034395
IZEA,-0.2,-0.28
IZM,0.405513,0.395546
JACK,7.37,5.45
JAGX,-122313.953488,-32614.43299
JAKK,-0.98,8.99
JAMF,-0.64,-1.17
JANX,-1.39,-1.52
JAZZ,-5.52,-3.58
JBDI,0.056147,0.112849
JBHT,7.14,9.21
JBIO,,
JBLU,-0.57,-1.12
JBSS,5.17,5.33
JCAP,,
JCSE,0.0004,0.25
JCTC,0.99,0.33
JD,-2.3,6.42
JDZG,0.016046,0.217564
JEM,,0.099322
JFB,,0.266731
JFBR,-17.356611,-43.16
JFBRW,,
JFIN,8.72,21.92
JFU,-22.0,-51.0
JG,-23.733333,-17.866667
JJSF,2.91,2.46
JKHY,4.12,4.94
JL,0.071717,0.142791
JLHL,,
JMSB,1.83,2.25
JOUT,8.21,4.365265
JOYY,-1.215728,1.59
JRSH,0.37,0.67
JRVR,-4.94,0.59
JSM,,
JSPR,-26.9,-10.3
JSPRW,,
JTAI,-806.489104,-393.541321
JUNS,-0.443,-0.150794
JVA,0.22,-0.66
JWEL,-4.16,-6.25
JXG,-329.2,-699.28
JYD,0.484956,0.182999
JYNT,0.48,0.08
JZ,2.390799,-10.08
JZXN,9.36,-160.47
KALA,-108.32,-29.48
KALU,-1.17,-1.86
KALV,,-3.36
KARO,13.93529,15.24
KAVL,-7.98,-7.56
KBSX,,0.209437
KC,-6.9,-10.95
KCHVU,,
KDP,1.5,1.01
KE,2.24,1.24
KELYA,3.91,-1.64
KELYB,3.91,-1.64
KEQU,-1.33,-2.2
KFFB,0.22,0.19
KFII,,
KFIIR,,
KFIIU,,
KG,,
KGEI,3.05,0.46
KHC,0.82,1.91
KIDS,-0.84,0.06
KIDZ,,-0.105244
KIDZW,,
KINS,-0.7,-2.12
KIRK,,1.51
KITT,-11.525628,-63.0
KITTW,,
KLAC,13.37,21.92
KLIC,5.78,7.09
KLRS,,-0.827968
KLTO,-0.001061,-0.000573
KLTOW,,
KLTR,-0.95,-0.53
KLXE,-50.86,-0.27
KMB,5.35,5.73
KMDA,-0.05,-0.05
KMTS,-0.688439,
KNDI,0.3,-0.16
KNSA,-2.3,2.6
KOD,-5.16,-6.39
KOPN,-0.15,-0.21
KOSS,0.05,0.13
KPLT,6.5,-9.75
KPLTW,,
KPRX,-514.08,-166.95
KPTI,-24.75,-30.3
KRKR,-2.184513,10.5
KRMD,-0.1,-0.19
KRNT,0.32,-1.58
KRNY,0.77,0.95
KROS,-2.52,-4.15
KRRO,-2.744435,-7.252837
KRT,1.12,1.19
KRUS,-1.21,-0.08
KRYS,-3.13,-5.49
KSCP,-156.638946,-36.0
KSPI,2222.0,3016.0
KTCC,0.39,0.31
KTOS,-0.02,-0.29
KTTA,-4.2,-11.03
KURA,-1.97,-2.03
KVAC,,-0.000213
KVACU,,
KVACW,,
KVHI,-0.54,1.29
KWM,,
KWMWW,,
KXIN,-1546.199997,-380.86
KYMR,-2.09,-2.87
KYTX,-1.021164,-1.119715
KZIA,-7.16,-18.88
KZR,-10.4,-10.1
LAB,-0.78,-2.43
LAES,-0.319035,0.381362
LAKE,,1.41
LAMR,3.83,4.31
LAND,-0.29,-0.43
LANDM,,
LANDO,,
LANDP,,
LARK,3.109815,1.705215
LASE,0.12,-0.37
LASR,-0.7,-1.23
LAUR,1.01,0.41
LAZR,-10.35,-18.75
LBDAV,,
LBDKV,,
LBGJ,0.121014,0.038551
LBRDA,3.93,7.96
LBRDK,3.93,7.96
LBRDP,,
LBTYA,23.59,2.96
LBTYB,23.59,2.96
LBTYK,23.59,2.96
LCCC,,
LCCCR,,
LCCCU,,
LCFY,-0.970116,-4.94
LCFYW,,
LCID,-6.41,-1.51
LCNB,1.66,1.93
LCUT,0.94,-0.29
LDWY,-2.01,5.59
LE,,0.99
LECO,4.6,8.04
LEDS,-0.68,-0.61
LEE,3.91,-0.21
LEGH,2.05,2.74
LEGN,-2.74,-2.8
LENZ,-0.296199,-0.423404
LESL,0.67,0.85
LEXX,-0.95,-1.24
LEXXW,,
LFCR,-1.12,-3.3
LFMD,-2.29,-1.57
LFMDP,,
LFST,-1.05,-0.61
LFUS,11.38,14.94
LFVN,0.9,0.24
LFWD,-1.89,-2.195987
LGCB,0.04,0.049599
LGCL,0.472781,0.41773
LGHL,-675.0,-1750.0
LGIH,17.25,13.76
LGND,3.34,-1.98
LGO,0.35,-0.022515
LGVN,-9.0,-9.0
LHSW,,-0.007822
LI,-0.34,-2.08
LICN,63.864151,54.386087
LIDR,-18.0,-18.9
LIDRW,,
LIEN,,-0.64
LIF,-0.2167,-1.5
LILA,-1.89,-0.77
LILAK,-1.89,-0.77
LIMN,,-0.112552
LIMNW,,
LIN,7.33,8.23
LINC,1.04,0.36
LIND,-2.41,-2.23
LINE,-0.694608,-0.285455
LINK,-0.08,0.126667
LIQT,-4.16,-3.2
LITE,5.07,2.68
LITM,-0.03408,-0.6
LIVE,9.8,7.84
LIVN,-2.68,-1.61
LIXT,-5.0,-3.99
LIXTW,,
LKFN,3.74,4.04
LKQ,3.66,4.14
LLYVA,,
LLYVK,,
LMAT,1.25,0.93
LMB,0.66,0.64
LMFA,3.6,-13.099998
LMNR,-0.23,-0.04
LNKB,0.04,0.49
LNKS,,0.041863
LNSR,-2.09,-1.96
LNT,2.63,2.73
LNTH,-1.06,0.4
LNW,3.77,38.78
LNZA,-0.425267,-0.586211
LNZAW,,
LOAN,0.42,0.45
LOBO,0.208699,0.135751
LOCO,0.8,0.57
LOGI,5.51,3.78
LOKV,,
LOKVU,,
LOKVW,,
LOOP,,-0.99
LOPE,5.92,5.73
LOT,-0.164119,-1.076243
LOTWW,,
LOVE,,2.86
LPAA,,
LPAAW,,
LPBB,,
LPBBW,,
LPCN,-0.17,-2.21
LPLA,5.63,10.4
LPRO,1.16,0.53
LPSN,-1.8,-3.03
LPTH,-0.12,-0.13
LPTX,-4.7,-4.8
LQDA,-0.7,-0.67
LQDT,1.45,1.2
LRCX,2.69,3.275
LRE,22.361168,44.133644
LRFC,-0.71,-4.44
LRHC,0.016196,-0.382754
LRMR,-2.95,-1.37
LSAK,-0.67,-0.75
LSB,-2.261313,-2.567581
LSBK,1.05,0.97
LSBPW,,
LSCC,0.67,1.27
LSE,0.275874,0.339086
LSH,,-0.000482
LSTA,-7.45,-10.47
LSTR,9.98,11.76
LTBR,-1.71,-0.69
LTRN,-1.13,-1.31
LTRX,-0.14,-0.16
LTRYW,,
LUCD,-1.51,-1.55
LUCY,-8.408527,-17.4
LUCYW,,
LULU,,7.49
LUNG,-1.35,-1.59
LUNR,-1.972744,0.0
LVLU,-6.08,0.1
LVO,-0.61,-0.56
LVRO,0.29019,0.590886
LVROW,,
LVTX,-2.3,-1.23
LWACU,,
LWAY,0.21,0.06
LWLG,-0.18,-0.15
LX,11.46,4.42
LXEH,-36572.811286,-1200.0
LXEO,-2.011258,-2.355128
LXRX,-0.6,-0.62
LYEL,-1.84,-0.74
LYFT,-3.02,-4.47
LYRA,-3.35,-1.83
LYTS,0.21,0.54
LZ,-0.67,-0.25
LZMH,-4.699013,-0.089888
MAAS,-0.7695,-1.0065
MACI,,
MACIW,,
MAMA,,-0.01
MAMK,,0.144321
MAMO,0.09,0.10404
MANH,1.72,2.03
MAPS,-0.18,-1.36
MAPSW,,
MAR,3.34,7.24
MARA,-0.3,-6.12
MARPS,0.08,0.6
MASI,3.98,2.6
MASK,,0.0338
MASS,-0.79,-1.07
MAT,2.53,1.1
MATH,-0.45,-0.79
MATW,0.09,-3.293083
MAXN,-679.0,-653.85
MAYA,,
MAYAR,,
MAYAU,,
MAYS,0.2,-0.35
MAZE,,-3.286729
MB,,1.965256
MBAV,,
MBAVU,,
MBAVW,,
MBBC,0.878592,0.851136
MBCN,3.0,2.59
MBIN,4.76,4.47
MBINL,,
MBINM,,
MBINN,,
MBIO,-570.0,-562.5
MBLY,-0.094249,-0.11
MBNKO,,
MBOT,-1.59,-1.81
MBRX,-8.85,-15.15
MBUU,5.23,7.51
