Ticker,EPS_2021,EPS_2022
MBWM,3.69,3.85
MBX,,-0.82047
MCBS,2.39,2.55
MCFT,2.96,3.12
MCHP,,2.27
MCHPP,,
MCHX,-0.1,-0.19
MCRB,-14.4,-46.2
MCRI,3.53,4.47
MCTR,0.322163,0.452608
MCVT,0.59,0.02
MCW,-0.08,0.34
MDAI,-0.334454,-0.185616
MDAIW,,
MDB,,-4.75
MDBH,-1.784426,-0.627968
MDCX,-0.255349,-0.876763
MDCXW,,
MDGL,-14.63,-17.23
MDIA,-1.22,2.06
MDLZ,3.04,1.96
MDRR,-5.28,-4.46
MDWD,-3.5,-3.93
MDXG,-0.15,-0.33
MDXH,-2.38,-2.8
MEDP,4.81,7.28
MEGL,0.44,-0.9
MEIP,-12.0,-9.99
MELI,1.67,9.53
MENS,-0.055217,-0.087205
MEOH,6.13,4.86
MERC,2.58,3.71
MESA,0.43,-5.06
MESO,-1.548326,-133.8
META,13.77,8.59
METC,0.9,2.6
METCB,0.9,2.6
METCL,,
METCZ,,
MFH,-0.005575,-0.39
MFI,0.781003,0.514547
MFIC,1.71,1.28
MFICL,,
MFIN,2.17,1.83
MGEE,2.92,3.07
MGIC,0.52,0.82
MGIH,0.366581,0.41
MGNI,0.000477,-0.98
MGNX,-3.37,-1.95
MGPI,4.34,4.92
MGRC,3.66,4.7
MGRM,-0.382151,-0.442829
MGRX,,-1.956959
MGTX,-1.8,-2.87
MGX,-0.715583,-1.454827
MGYR,1.01,1.17
MHUA,0.79965,0.27
MIDD,8.62,7.95
MIGI,-4.789998,-4.16
MIMI,,
MIND,,-13.1
MIRA,-0.14761,-0.39763
MIRM,-2.77,-4.02
MIST,-1.02,-1.38
MITK,0.19,0.07
MKDW,-0.074796,-0.072844
MKSI,9.9,5.56
MKTW,-819.882355,12.389961
MKTX,6.77,6.65
MKZR,,0.338801
MLAB,0.64,0.35
MLAC,,
MLACR,,
MLCO,-1.698,-1.606844
MLEC,,-1.205239
MLECW,,
MLGO,39.072372,-34.0
MLKN,2.92,-0.37
MLTX,,-1.282102
MLYS,-3.766531,-0.762969
MMLP,-0.01,-0.26
MMSI,0.84,1.29
MMYT,,-0.42
MNDO,0.29,0.26
MNDR,-0.018226,0.002726
MNDY,-4.53,-2.99
MNKD,-0.32,-0.34
MNMD,-3.45,-1.84
MNOV,-0.21,-0.29
MNPR,-3.65,-4.15
MNRO,,1.81
MNSB,2.65,3.26
MNSBP,,
MNST,1.285,1.115
MNTK,-0.03,0.25
MNTS,1190.0,-819.0
MNTSW,,
MNY,-0.830905,-1.32812
MNYWW,,
MOB,-1.814089,-0.11
MOBBW,-0.0091,-0.0005
MOBX,-0.698225,-0.833602
MOBXW,,
MODD,-1.2,-2.74
MODV,-0.47,-2.26
MOFG,4.37,3.87
MOGO,-0.53,-2.17
MOLN,-2.06,3.54
MOMO,-14.4,7.3
MORN,4.45,1.64
MOVE,-13.8,-13.8
MPAA,,0.38
MPB,2.71,3.44
MPWR,5.05,9.05
MQ,-0.45,-0.34
MRAM,0.22,0.29
MRBK,2.865,1.79
MRCC,1.51,-0.13
MRCY,1.12,0.2
MREO,-0.337409,-0.36306
MRKR,-5.47,-3.58
MRM,-203.13,27.23
MRNA,28.29,20.12
MRNO,-1.331456,3.083903
MRNOW,,
MRSN,-2.41,-2.18
MRTN,1.02,1.35
MRUS,-1.73,-2.92
MRVI,1.56,1.67
MRVL,,-0.53
MRX,0.797819,1.293455
MSAI,0.193446,-1.111499
MSAIW,,
MSBI,3.57,4.28
MSBIP,,
MSEX,2.07,2.39
MSFT,8.05,9.65
MSGM,-29.1,-30.73
MSGY,,
MSPR,-2374.130138,-75.0
MSPRW,,
MSPRZ,,
MSS,0.048869,-0.030419
MSTR,-5.344,-12.983
MSW,0.084848,0.141452
MTC,-23.04,-12.92
MTCH,0.93,1.24
MTEK,-0.123483,-0.49
MTEKW,,
MTEN,0.428641,0.426638
MTEX,4.71,-2.35
MTLS,0.23,-0.04
MTRX,-1.18,-2.39
MTSI,0.54,6.18
MTSR,,
MTVA,-158.4,-43.44
MU,5.14,7.75
MULN,-44240580.0,-130008207.666667
MURA,-10.512443,-11.373774
MVBF,3.1,1.17
MVIS,-0.27,-0.32
MVST,-1.26,-0.52
MVSTW,,
MWYN,,
MXCT,-0.21,-0.23
MXL,0.53,1.55
MYFW,2.51,2.23
MYGN,-0.35,-1.39
MYNZ,-64.8,-74.55
MYPS,0.09,-0.14
MYPSW,,
MYRG,4.95,4.91
MYSZ,-142.0,-59.76
MZTI,5.16,3.25
,,
NAAS,-128.0,-2336.0
NAGE,-0.4,-0.24
NAII,1.69,1.74
NAKA,0.025143,-0.431302
NAKAW,0.025009,-0.431302
NAMI,-1.250899,0.823892
NAMM,,0.053807
NAMMW,,
NAMS,-0.512324,-1.19
NAMSW,,
NAOV,-124.85,-42.24
NATH,,3.3
NATR,1.42,-0.02
NAUT,-0.6,-0.46
NAVI,4.18,4.49
NB,-0.2,-0.41
NBBK,0.505202,0.704004
NBIS,-0.542837,1.59
NBIX,0.92,1.56
NBN,8.55,5.34
NBTB,3.54,3.52
NBTX,-1.35,-1.64
NCEW,0.245952,0.310297
NCI,0.268234,0.483639
NCMI,-6.1,-3.5
NCNA,-19.5,-15.25
NCNO,,-0.51
NCPL,62.3,88.9
NCPLW,,
NCRA,-1.5749,-0.6111
NCSM,-1.98,-0.45
NCT,,0.343066
NCTY,-249.0,-408.0
NDAQ,2.35,2.26
NDLS,0.08,-0.07
NDRA,-9799.99999,-7979.999992
NDSN,7.74,8.81
NECB,0.75,1.58
NEGG,1.6,-3.08
NEHC,,
NEHCW,,
NEO,-0.07,-1.16
NEOG,0.566511,0.448112
NEON,-0.54,-0.36
NEOV,-0.43,-0.28
NEOVW,,
NEPH,-0.41,-0.7
NERV,-9.35,-6.01
NESR,-0.71,-0.39
NESRW,,
NETD,,
NETDU,,
NETDW,,
NEUP,-0.10098,-0.165098
NEWT,3.69,1.34
NEWTG,,
NEWTH,,
NEWTI,,
NEWTZ,,
NEXN,0.96,0.3
NEXT,-0.34,-0.65
NFBK,1.45,1.32
NFE,0.49,0.93
NFLX,11.24,9.95
NGNE,-34.601159,-37.801203
NHIC,,
NHICU,,
NHICW,,
NHPAP,,
NHPBP,,
NHTC,0.09,0.03
NICE,2.98,4.0
NIOBW,,
NIPG,-1.513478,-1.801335
NISN,14.13,4.42
NITO,-14.42,-10.85
NIU,2.82,-0.64
NIVF,-0.00105,0.903833
NIVFW,,
NIXX,-28.5,-18.24
NIXXW,,
NKSH,3.28,4.33
NKTR,-2.86,-1.97
NKTX,-2.62,-2.61
NLSP,-40.0,-33.52
NLSPW,,
NMFC,1.91,0.74
NMFCZ,,
NMIH,2.65,3.39
NMPAU,,
NMRA,-1.561786,-0.861499
NMRK,3.8,0.46
NMTC,-0.93,-0.63
NN,-6.73,-0.4
NNAVW,,
NNBR,-0.79,-0.83
NNDM,-0.81,-0.88
NNE,,
NNNN,0.025358,0.069575
NNOX,-1.28,-2.01
NODK,0.39,-2.49
NOEM,,-0.018135
NOEMR,,
NOEMU,,
NOEMW,,
NOTV,0.19,-13.84
NOVT,1.41,2.06
NPAC,,
NPACU,,
NPACW,,
NPCE,-2.17,-1.91
NRC,1.46,1.27
NRDS,-0.82,-0.14
NRIM,6.0,5.27
NRIX,-2.73,-3.71
NRSN,-0.65,-0.91
NRSNW,,
NRXP,-74.4,-6.1
NRXPW,,
NSIT,5.95,7.66
NSPR,-2.03,-2.35
NSSC,0.405,0.53
NSTS,-0.010189,0.01
NSYS,2.54,0.7
NTAP,,4.09
NTCL,0.056882,0.007077
NTCT,,0.49
NTES,25.05,30.85
NTGR,1.59,-2.38
NTHI,-0.180072,-0.16253
NTIC,0.64,0.66
NTLA,-3.78,-6.16
NTNX,-5.01,-3.62
NTRA,-5.21,-5.57
NTRB,,-0.8
NTRBW,,
NTRP,,-16.6
NTRS,7.14,6.14
NTRSO,,
NTWK,0.15,-0.08
NTWO,,
NTWOU,,
NUKK,-0.029075,-9.68
NUKKW,-0.003634,-0.03
NUTX,30.896178,-100.5
NUVL,-2.13,-1.65
NUWE,-10044.99999,-2924.249997
NVA,-1.2,11.01
NVAWW,,
NVAX,-23.44,-8.42
NVCR,-0.56,-0.88
NVCT,-1.090728,-1.51
NVDA,,0.385
NVEC,,3.0
NVEE,0.805,0.8175
NVFY,-16.35,-12.34
NVMI,3.12,4.4
NVNI,-2.80168,-4.125338
NVNIW,,
NVNO,-1.9,-2.2
NVTS,-3.9,0.51
NVVE,-656.0,-476.0
NVVEW,,
NVX,-0.147262,-42.375213
NWBI,1.21,1.05
NWE,3.6,3.25
NWFL,3.04,3.58
NWGL,0.08,0.343611
NWL,1.45,0.47
NWPX,1.16,3.11
NWS,0.56,1.05
NWSA,0.56,1.05
NWTG,-6.548987,-76.007286
NWTN,-0.043373,-0.19
NWTNW,,
NXGL,-1.45,-0.85
NXGLW,,
NXL,-1.241241,-0.3
NXLIW,,
NXPI,6.79,10.55
NXPL,-1.98,-4.8
NXPLW,,
NXST,18.98,24.16
NXT,0.0,0.0
NXTC,-2.51,-2.69
NXTT,3.7,-7.5
NXXT,,-0.000123
NYAX,-0.82,-1.143
NYMT,1.52,-3.6
NYMTG,,
NYMTH,,
NYMTI,,
NYMTL,,
NYMTM,,
NYMTN,,
NYMTZ,,
NYXH,-1.16,-1.209
OABI,-0.235515,-0.26
OABIW,,
OACC,,
OACCW,,
OAKU,,
OAKUR,,
OAKUW,,
OBAWU,,
OBIO,-0.727967,-1.063071
OBLG,-176.226636,-424.8
OBT,2.14,2.165
OCC,0.87,-0.05
OCCI,3.81,-1.6
OCCIM,,
OCCIN,,
OCCIO,,
OCFC,1.78,2.42
OCG,2.79,0.77
OCGN,-0.3,-0.38
OCS,-0.566761,-11.32
OCSAW,,
OCSL,4.38,0.48
OCTO,0.183428,-150.95
OCUL,-0.98,-0.97
ODD,0.244225,0.381216
ODFL,4.445,6.09
ODP,-3.93,3.37
ODVWZ,,
ODYS,-1.44,-1.33
OESX,,0.19
OFAL,,
OFIX,-1.95,-0.98
OFLX,2.6,2.34
OFS,4.24,-0.57
OFSSH,,
OGI,-2.04,-0.185
OKTA,,-5.73
OKUR,,-2.212391
OKYO,-0.32,-0.36
OLB,-7.0,-5.6
OLED,3.87,4.4
OLLI,,2.43
OLMA,-1.8,-2.62
OLPX,0.32,0.35
OM,-43.35,-50.7
OMAB,58.8,80.81352
OMCC,,0.39
OMCL,1.62,0.12
OMDA,,
OMER,3.12,0.76
OMEX,-0.75,-1.28
OMH,-1.122959,-1.602625
OMSE,,0.191081
ON,2.27,4.24
ONB,1.67,1.5
ONBPO,,
ONBPP,,
ONC,-15.21,-19.37
ONCHU,,
ONCO,-1260.431599,-3739.999994
ONCY,-0.49,-0.43
ONDS,-0.44,-1.73
ONEG,,0.136077
ONEW,6.96,9.13
ONFO,-0.155324,-1.35
ONFOW,,
ONMD,-0.729171,-7.55014
ONMDW,,
OP,,-17.2
OPAL,1.643255,0.12
OPBK,1.88,2.14
OPCH,0.77,0.83
OPEN,-1.12,-2.16
OPI,-0.17,-0.14
OPINL,,
OPK,-0.05,-0.46
OPOF,1.61,1.8
OPRA,-0.14,0.14
OPRT,1.56,-2.37
OPRX,0.02,-0.64
OPTX,0.088643,-0.011845
OPTXW,,
OPXS,0.18,0.16
ORGN,0.4,0.55
ORGNW,,
ORGO,0.71,0.12
ORIC,-2.07,-2.25
ORIQU,,
ORIS,0.407957,0.455885
ORKA,,
ORKT,0.008887,0.247588
ORLY,31.1,33.44
ORMP,-0.78,-0.94
ORRF,2.96,2.06
OS,,-0.418096
OSBC,0.65,1.49
OSIS,4.03,6.45
OSPN,-0.77,-0.36
OSRH,,0.055246
OSRHW,,
OSS,0.12,-0.11
OST,2.295513,0.17
OSUR,-0.32,-0.25
OSW,-0.76,0.49
OTEX,1.14,1.46
OTLK,-7.0,-6.2
OTLY,-7.8,-13.2
OTRK,-222.3,-234.0
OTTR,4.23,6.78
OUST,-7.0,-7.8
OUSTW,,
OUSTZ,,
OVBC,2.45,2.8
OVID,1.76,-0.77
OVLY,2.0,2.79
OXBR,1.49,-0.31
OXBRW,,
OXLC,3.14,1.2
OXLCG,,
OXLCI,,
OXLCL,,
OXLCN,,
OXLCO,,
OXLCP,,
OXLCZ,,
OXSQ,0.8,-1.72
OXSQG,,
OXSQZ,,
OYSE,,
OYSER,,
OYSEU,,
OZK,4.47,4.54
OZKAP,,
PAA,0.55,1.19
PACB,-0.89,-1.4
PACHU,,
PAGP,0.31,0.86
PAHC,1.34,1.21
PAL,,0.403206
PALI,-2546.099999,-247.95
PAMT,3.345,4.04
PANL,1.5,1.76
PANW,-0.865,-0.45
PARA,6.94,1.61
PARAA,6.94,1.61
PASG,-3.48,-2.5
PATK,6.42,8.993333
PAVM,-9.75,-15.03
PAVS,0.6,-1.21
PAX,0.90066,0.63139
PAYO,-0.33,-0.03
PAYS,-0.05,0.02
PAYX,,3.84
PBBK,0.31,0.82
PBFS,0.04,0.41
PBHC,2.07,2.13
PBM,,-87.15515
PBMWW,,
PBPB,-0.86,0.15
PBYI,-0.72,0.0
PC,,0.023711
PCAP,,
PCAPU,,
PCAPW,,
PCAR,3.546667,5.753333
PCB,2.62,2.31
PCH,6.26,4.58
PCLA,,-0.209854
PCRX,0.92,0.34
PCSA,-15.0,-34.05
PCSC,,
PCT,-0.79,-0.55
PCTTU,,
PCTTW,,
PCTY,1.26,1.61
PCVX,-1.93,-3.44
PCYO,0.83,0.4
PDD,5.44,21.92
PDEX,1.13,1.02
PDFS,-0.58,-0.09
PDLB,1.51,-1.32
PDSB,-0.66,-1.43
PDYN,-4.32,-6.42
PDYNW,,
PEBK,2.63,2.85
PEBO,2.16,3.6
PECO,0.15,0.42
PEGA,-0.77,-4.22
PELI,,
PELIR,,
PELIU,,
PENG,0.415,1.22
PENN,2.48,1.29
PEP,5.49,6.42
PEPG,-3.534899,-2.914158
PERI,1.02,2.06
PESI,0.07,-0.29
PET,-0.166414,-2.07
PETS,1.52,1.04
PETWW,,
PETZ,-1.17,0.1
PFAI,,
PFBC,6.41,8.7
PFG,5.79,18.63
PFIS,6.02,5.28
PFSA,,
PFX,0.48,-2.63
PFXNZ,,
PGC,2.93,4.0
PGEN,-0.47,0.14
PGNY,0.66,0.3
PGY,-2.372553,-8.28
PGYWW,,
PHAR,0.215122,0.19
PHAT,-3.89,-5.05
PHH,-0.01851,0.007301
PHIO,-112.32,-90.86364
PHLT,-0.17,-0.09
PHOE,,
PHUN,-35.5,-25.5
PHVS,-1.4,-2.27
PI,-2.12,-0.95
PIII,,-325.0
PIIIW,,
PINC,2.22,2.19
PKBK,3.36,3.44
PKOH,-2.07,-1.17
PLAB,0.89,1.94
PLAY,,2.21
PLBC,3.76,4.47
PLBY,-2.09,-5.86
PLCE,,12.59
PLL,-1.48,-0.74
PLMK,,
PLMKU,,
PLMKW,,
PLMR,1.76,2.02
PLPC,7.19,10.88
PLRX,-2.71,-2.94
PLRZ,,-0.196212
PLSE,-2.241989,-1.691325
PLTK,0.75,0.69
PLTR,-0.27,-0.18
PLUG,-0.82,-1.25
PLUR,-14.16,-10.24
PLUS,2.77,3.93
PLUT,1.522908,-0.06695
PLXS,4.76,4.86
PMAX,,-0.007888
PMCB,-2.45,-0.27
PMEC,0.150859,-0.034857
PMN,-1.69,-2.41
PMTR,,
PMTRU,,
PMTRW,,
PMTS,1.36,3.11
PMVP,-1.28,-1.61
PN,0.075304,0.058414
PNBK,1.29,1.55
PNFP,6.75,7.17
PNFPP,,
PNRG,0.76,17.95
PNTG,0.09,0.22
POAI,-7.2,-6.98
POCI,-0.03,-0.18
PODC,,-0.032522
PODD,0.24,0.07
POET,-0.45,-0.57
POLA,-0.77,-3.01
POLE,,
PONY,-0.643921,-0.424166
POOL,15.97,18.7
POWI,2.67,2.93
POWL,0.05,1.15
POWW,,0.27
POWWP,,
PPBI,3.58,2.98
PPBT,-21.0,-24.0
PPC,0.13,3.11
PPIH,,0.72
PPSI,-0.24,-0.37
PPTA,-0.66,-0.46
PRAA,4.04,2.94
PRAX,-59.1,-69.6
PRCH,-1.16,-1.61
PRCT,-3.63,-1.96
PRDO,1.55,1.39
PRE,-23.519143,-37.57
PRENW,,
PRFX,-174.0,-63.46
PRGS,1.76,2.15
PRLD,-2.43,-2.44
PRME,-2.564492,-4.19
PROF,-1.5,-1.38
PROK,-0.295689,-0.23
PROP,-106.000005,-1.076781
PROV,1.0,1.22
PRPH,0.4,1.02
PRPL,-0.3,-1.1
PRPO,-8.0,-10.73
PRQR,-0.96,-0.9
PRSO,-74.4,-64.4
PRTA,1.38,-2.47
PRTC,-2.1,-1.8
PRTG,-27.0,-25.8
PRTH,-0.34,-0.5
PRTS,-0.2,-0.02
PRVA,-1.83,-0.08
PRZO,-1.71,-0.25343
PSEC,2.52,1.49
PSHG,-28.95,3.02
PSIG,0.498239,0.097008
PSIX,-2.12,0.49
PSMT,3.18,3.38
PSNL,-1.49,-2.48
PSNY,-0.458474,-0.24
PSNYW,-0.458474,-0.24
PSTV,-16.65,-11.55
PT,-11.9,-22.05
PTC,4.03,2.65
PTCT,-7.43,-7.79
PTEN,-3.36,0.7
PTGX,-2.71,-2.6
PTHL,0.028171,0.012292
PTIX,-17.36,-11.48
PTIXW,,
PTLE,,0.031289
PTLO,-0.42,0.25
PTMN,3.05,-2.18
PTNM,,
PTON,-0.64,-8.74
PUBM,1.0,0.5
PULM,-8.63,-5.46
PVBC,0.93,-1.3
PVLA,,-2.455329
PWM,0.212446,0.150504
PWOD,2.27,2.47
PWP,-0.66,-0.46
PXLW,-0.38,-0.3
PXS,-1.44,1.06
PYPD,-67.8,-60.9
PYPL,3.52,2.09
PYXS,-8.95,-3.65
PZZA,0.12,1.89
QCOM,7.87,11.37
QCRH,6.2,5.87
QDEL,16.43,9.56
QETA,,
QETAR,,
QFIN,35.98,25.0
QH,-36.0,-2.3
QIPT,-0.2,0.13
QLGN,-305.0,-243.0
QLYS,1.77,2.74
QMCO,-16.002886,-11.0
QMMM,0.066809,0.043651
QNCX,-3.03,-1.54
QNRX,-28543.199983,-1638.226343
QNST,0.43,-0.1
QNTM,-65.65,-39.61
QQQX,5.06,-8.05
QRHC,0.08,-0.31
QRVO,,9.26
QSEA,,
QSEAR,,
QSEAU,,
QSG,-9.639887,-4.703592
QSI,-1.19,-0.95
QSIAW,,
QTRX,-1.602444,-2.61
QTTB,-3.148825,-3.588491
QUBT,-0.96,-0.69
QUIK,-0.57,-0.34
QURE,7.04,-2.71
QVCGA,41.0,-341.5
QVCGP,,
RAAQ,,
RAAQU,,
RAAQW,,
RADX,,
RAIL,-2.0,-1.56
RAIN,,
RAINW,,
RAND,5.32943,-0.296079
RANG,,
RANI,-0.43,-1.28
RAPP,,
RAPT,-20.24,-20.64
RARE,-6.7,-10.12
RAVE,0.09,0.45
RAY,0.321374,0.539451
RAYA,0.282887,0.379972
RBB,2.86,3.33
RBBN,-1.2,-0.63
RBCAA,4.24,4.59
RBKB,1.06,0.64
RBNE,,3.620149
RCAT,-0.56,-0.24
RCEL,-1.17,-1.07
RCKT,-2.67,-3.26
RCKTW,,
RCKY,2.77,2.78
RCMT,0.95,2.0
RCON,-30.040002,55.519992
RCT,,-0.374444
RDAC,,
RDACR,,
RDAG,,
RDAGU,,
RDAGW,,
RDCM,-0.37,-0.16
RDGT,-48.000192,-18.35
RDHL,-2100.0,-1200.0
RDI,1.42,-1.64
RDIB,1.42,-1.64
RDNT,0.46,0.17
RDVT,0.05,0.04
RDWR,0.16,-0.003694
RDZN,,-0.142339
RDZNW,,
REAL,-2.58,-2.05
REAX,-0.07,-0.12
REBN,-2.35645,-2.32
RECT,,0.143242
REE,-64.2,-10.98
REFI,,1.82
REFR,-0.06,-0.08
REG,2.116174,2.81
REGCO,,
REGCP,,
REGN,71.97,38.22
REKR,-0.65,-1.67
RELI,-532.779915,-7.14
RELIW,,
RELL,0.11,1.31
RELY,-0.64,-0.68
RENB,-0.57,-2.16
RENT,,-67.198864
REPL,,-2.26
RETO,-810.0,-377.1
REVB,-15567.320779,-2387.199842
REVBW,,
REYN,1.54,1.23
RFAI,,
RFAIR,,
RFIL,0.61,0.14
RGC,-0.106529,-0.58
RGCO,1.22,-3.48
RGEN,2.24,3.24
RGLD,4.6,3.63
RGNX,2.91,-6.5
RGP,0.78,2.0
RGS,-63.0,-39.4
RGTI,-0.229571,-0.7
RGTIW,,
RHLD,0.371653,12.100987
RIBB,,
RIBBR,,
RICK,3.37,4.91
RIGL,-1.1,-3.4
RILY,15.09,-5.95
RILYG,,
RILYK,,
RILYL,,
RILYN,,
RILYP,,
RILYT,,
RILYZ,,
RIME,334.002,28.0
RIOT,-0.17,-3.65
RITR,300.285533,0.450934
RIVN,-5.208889,-7.4
RKDA,-27.6,-25.65
RKLB,-0.56,-0.29
RLAY,-3.82,-2.59
RLMD,-7.16,-5.3
RLYB,-1.84,-2.09
RMBI,0.96,1.17
RMBL,-1.379634,-16.125079
RMBS,0.16,-0.13
RMCF,,-0.06
RMCO,,-0.189911
RMCOW,,
RMNI,0.51,-0.03
RMR,2.15,2.04
RMSG,,-0.1803
RMSGW,,
RMTI,-3.83,-1.89
RNA,-5.7,-3.34
RNAC,-6.6,3.0
RNAZ,-402552.882353,-1033233.411765
RNTX,-5.89,-6.02
RNW,-19.509371,-40.403065
RNWWW,,
RNXT,-1.21,-1.09
ROAD,0.39,0.41
ROCK,2.29,2.56
ROIV,-1.181727,-1.26
ROKU,1.71,-3.62
ROMA,0.001349,-0.098066
ROOT,-37.62,-21.11
ROP,10.82,42.55
ROST,,4.87
RPAY,-0.6,0.12
RPD,-2.65,-2.13
RPID,-3.94,-1.43
RPRX,1.49,0.1
RPTX,-2.83,-0.69
RR,-0.113541,-0.011431
RRBI,4.51,5.13
RRGB,-3.19,-4.91
RRR,2.84,3.36
RSLS,-252787.755102,-129089.385475
RSSS,-0.01,-0.06
RSVR,,0.22
RTAC,,
RTACU,,
RTACW,,
RUM,-0.077303,-0.05
RUMBW,,
RUN,-0.39,0.8
RUSHA,2.78,4.566667
RUSHB,2.78,4.566667
RVMD,-2.57,-3.08
RVMDW,,
RVPH,-0.58,-1.25
RVPHW,,
RVSB,0.47,0.98
RVSN,-5.235433,-5.91
RVSNW,,
RVYL,-8.7,-10.8
RWAY,1.33,0.79
RWAYL,,
RWAYZ,,
RXRX,-1.49,-1.36
RXST,-3.57,-2.41
RXT,-1.05,-3.81
RYAAY,-1.8284,-0.426
RYET,0.014916,-0.020877
RYTM,-1.4,-3.47
RZLT,-2.72,-2.32
RZLV,-0.203736,-0.597998
RZLVW,,
SABR,-2.96,-1.4
SABS,-6.3,-4.31
SABSW,,
SAFT,8.8,3.15
SAFX,,
SAGE,-7.8,-8.98
SAGT,,0.228754
SAIA,9.48,13.4
SAIC,,4.77
SAIH,-19.372729,-6.718905
SAIHW,,
SAIL,,-0.114309
SAMG,1.52,1.92
SANA,-2.14,-1.43
SANG,0.01,-3.52
SANM,4.01,4.06
SANW,-10.45,-17.67
SATL,-1.399281,-0.66
SATLW,,
SATS,7.94,8.05
SAVA,-0.82,-1.9
SBAC,2.14,4.22
SBC,,0.062684
SBCF,2.18,1.66
SBCWW,,
SBET,-472.8,-73.56
SBFG,2.438095,1.77
SBFM,-9520.0,-3520.0
SBFMW,,
SBGI,-5.51,37.54
SBLK,6.71,5.52
SBRA,-0.52,-0.34
SBUX,3.54,2.83
SCAG,,-0.07688
SCAGW,,
SCHL,-0.32,2.27
SCKT,0.48,0.01
SCLX,-23.260904,-5.95
SCLXW,,
SCNI,-80.0,-40.0
SCNX,-9.75,-6.15
SCOR,-15.6,-17.8
SCPH,-1.02,-1.3
SCSC,0.42,3.45
SCVL,,5.42
SCWO,-0.03,-0.04
SCYX,-1.25,-1.47
SDA,-0.287356,-0.080788
SDAWW,,
SDGR,-1.42,-2.1
SDHI,,
SDHIU,,
SDM,,0.004998
SDOT,-5.0,-2.8
SDST,,
SDSTW,,
SEAT,-0.041509,0.36714
SEATW,,
SEDG,3.06,1.65
SEED,-16.29,-1.09
SEER,-1.17,-1.49
SEGG,-7.2,-23.94095
SEIC,3.81,3.46
SELF,0.33,0.19
SELX,-0.271835,0.352241
SENEA,13.72,5.24
SENEB,13.72,5.24
SEPN,,-1.419591
SERA,-2.33,-1.43
SERV,-0.876548,-0.591624
SEVN,2.18,1.89
SEZL,-2.406667,-1.14
SFBC,3.502989,3.407623
SFD,1.200673,2.213106
SFHG,0.137015,0.178124
SFIX,-0.08,-1.9
SFM,2.1,2.39
SFNC,2.467231,2.06
SFST,5.85,3.61
SFWL,0.170237,0.094502
SGA,1.85,1.52
SGBX,-23.2,-12.48
SGC,1.83,-2.03
SGD,,-4.655731
SGHT,-2.36,-1.8
SGLY,-12.6,-15.8
SGMA,0.36,1.92
SGML,-0.305878,-0.928382
SGMO,-1.23,-1.25
SGMT,-1.102279,-1.375436
SGRP,-0.08,-0.03
SGRY,-1.12,-0.59
SHBI,1.17,1.57
SHC,0.41,-0.83
SHEN,19.92,-0.17
SHFS,3.512401,-37.0
SHFSW,,
SHIM,1.780937,0.147486
SHIP,2.5,0.96
SHLS,0.020955,0.85
SHMD,-0.731842,0.046391
SHMDW,,
SHOO,2.34,2.77
SHOP,2.29,-2.73
SHOT,-1.69,-0.69
SHOTW,,
SHPH,-0.75595,-5.04
SIBN,-1.71,-1.79
SIDU,-34.0,-74.8
SIEB,0.16,-0.06
SIFY,,20.625028
SIGA,0.91,0.46
SIGI,6.5,3.54
SIGIP,,
SILC,1.513,2.694
SILO,1.3,-1.71
SIMA,,
SIMAW,,
SIMO,5.71,5.168
SINT,-7982.0,-12162.0
SION,,-2.321654
SIRI,3.2,3.1
SISI,-1713.599999,-686.399999
SITM,1.53,1.03
SJ,5.51,4.92
SKBL,,
SKIN,-3.67,0.23
SKK,0.083968,0.092672
SKWD,0.52686,1.047764
SKYE,-5.0,-8.77
SKYQ,,
SKYT,-1.76,-0.97
SKYW,2.2,1.44
SKYX,-0.09,-0.4
SLAB,47.78,2.54
SLDB,-10.14,-10.1
SLDE,,0.178486
SLDP,0.11,-0.05
SLDPW,,
SLE,-13.8,-45.95
SLGL,1.4,-6.5
SLM,3.61,1.76
SLMBP,,
SLN,-1.793668,-1.56
SLNG,-0.45,-0.17
SLNH,-12.5,-174.41
SLNHP,,
SLNO,-5.81,-2.87
SLP,0.47,0.6
SLRC,1.41,0.35
SLRX,-62.0,-119.04
SLS,-1.34,-2.13
SLSN,0.05,-0.05
SLXN,,-3.549592
SLXNW,,
SMBC,5.21,5.218715
SMCI,0.209,0.532
SMID,1.45,0.15
SMLR,2.12,1.79
SMMT,-0.96,-0.41
SMSI,-4.88,-4.24
SMTC,,1.92
SMTI,-1.08,-1.0
SMTK,-23.8,-13.88
SMX,-10332.635983,-12937.238494
SMXT,-0.074612,-0.154455
SMXWW,,
SNAL,0.222853,0.025754
SNBR,6.16,1.6
SNCR,-8.1,-1.8
SNCY,1.31,0.29
SND,-1.21,-0.02
SNDK,,
SNDL,-1.22,-1.46
SNDX,0.48,-2.46
SNES,-1776.000001,-1860.000001
SNEX,2.551111,4.448889
SNFCA,1.632653,1.066667
SNGX,-67.536,-76.96
SNOA,,-38.4
SNPS,4.81,6.29
SNRE,-0.741474,0.831318
SNSE,-1.33,-1.58
SNT,0.28,0.16
SNTG,-0.46,-1.08
SNTI,-12.671258,-22.3
SNWV,-18.75,-7.5
SNY,2.475,3.33
SNYR,,
SOBR,-1000.999999,-2089.999998
SOFI,-1.0,-0.4
SOGP,-26.0,16.0
SOHO,-2.15,1.35
SOHOB,,
SOHON,,
SOHOO,,
SOHU,23.49,-0.5
