Ticker,Net_Income_2022,Shares_Outstanding_2022,EPS_2022,Stock_Price_Dec_2022,Earnings_Yield,Treasury_Yield_Dec_2022,Beats_Treasury,Yield_Advantage
TSCO,748958000,113125000,6.620623204419889,44.20402908325195,0.1497742025268985,0.038789999485015866,True,0.11098420304188263
CLX,939000000,122780220,7.647811675203058,129.2850341796875,0.0591546556314763,0.038789999485015866,True,0.020364656146460436
LMT,6833000000,254000000,26.901574803149607,455.0474853515625,0.05911817045283939,0.038789999485015866,True,0.020328170967823522
DORM,106870000,31607509,3.3811585721608117,80.87000274658203,0.04180979915081945,0.038789999485015866,True,0.0030197996658035825
